,abstract,date,doctype,headline,id,news_desk,paragraph,section,subsection,text,type
10,"Only small amounts of experimental drug ZMapp have been produced to treat Ebola virus; federal officials, researchers and biotechnology executives say attempts to procure more of drug have run into problems and delays; Department of Health and Human Services has asked for proposals to increase production, but no contracts have been awarded.",2015-01-23,article,Fast Track on Drug for Ebola Has Faltered,54c1a2d879881004ea410181,Business,"Federal officials vowed to make more of an experimental drug that showed promise in treating Ebola, but that project has moved slowly.",Business Day,,"Fast Track on Drug for Ebola Has Faltered Federal officials vowed to make more of an experimental drug that showed promise in treating Ebola, but that project has moved slowly. Only small amounts of experimental drug ZMapp have been produced to treat Ebola virus; federal officials, researchers and biotechnology executives say attempts to procure more of drug have run into problems and delays; Department of Health and Human Services has asked for proposals to increase production, but no contracts have been awarded.",News
11,Obama administration reports 9.5 million people have signed up for health care coverage through public marketplaces in 2015; White House expects a surge of enrollments just before Affordable Care Act enrollment deadline on Feb 15.,2015-01-28,article,Health Care Enrollment Appears to Be Near Goal,54c8334279881078889c76c2,National,"As a Feb. 15 deadline approaches, the Obama administration said 9.5 million people had signed up for insurance this year through public marketplaces set up under the Affordable Care Act.",U.S.,Politics,"Health Care Enrollment Appears to Be Near Goal As a Feb. 15 deadline approaches, the Obama administration said 9.5 million people had signed up for insurance this year through public marketplaces set up under the Affordable Care Act. Obama administration reports 9.5 million people have signed up for health care coverage through public marketplaces in 2015; White House expects a surge of enrollments just before Affordable Care Act enrollment deadline on Feb 15.",News
12,,2015-01-19,article,Money for Drug Research,54bc33c27988107b57cc4d50,Letters,Edwin Andrews of the MGH Clinical Research Center at Massachusetts General Hospital writes that our progress in scientific research &#8220;is being slowed by Congress&#8217;s parsimony.&#8221;,Opinion,,Money for Drug Research Edwin Andrews of the MGH Clinical Research Center at Massachusetts General Hospital writes that our progress in scientific research &#8220;is being slowed by Congress&#8217;s parsimony.&#8221;  ,Letter
13,"Chirlane McCray, wife of Mayor Bill de Blasio, unveils plans for a comprehensive review of mental health in New York City that will be conducted by city's health department and partners; reveals her own family's extensive struggle with mental illness to frame issue.",2015-01-29,article,New York City’s First Lady Shares Family History as She Unveils Push on Mental Health Care,54c9835579881036118ed2ed,Metro,"After describing her experiences with loved ones’ mental illnesses, Chirlane McCray announced plans for a review of the problems affecting New Yorkers to help the city address their care.",N.Y. / Region,,"New York City’s First Lady Shares Family History as She Unveils Push on Mental Health Care After describing her experiences with loved ones’ mental illnesses, Chirlane McCray announced plans for a review of the problems affecting New Yorkers to help the city address their care. Chirlane McCray, wife of Mayor Bill de Blasio, unveils plans for a comprehensive review of mental health in New York City that will be conducted by city's health department and partners; reveals her own family's extensive struggle with mental illness to frame issue.",News
14,Pres Obama plans to request hundreds of millions of dollars to fund research into medical treatments attuned to specific patients' DNA and other characteristics; some experts consider so-called 'personalized medicine' or 'individualized medicine' to be forefront of field.,2015-01-25,article,Obama to Request Research Funding for Treatments Tailored to Patients&#8217; DNA ,54c43f07798810114078c7e7,National,"President Obama&#8217;s budget will seek hundreds of millions of dollars for &#8220;personalized medicine,&#8221; a proposal that is expected to receive bipartisan support in Congress.",U.S.,,"Obama to Request Research Funding for Treatments Tailored to Patients&#8217; DNA  President Obama&#8217;s budget will seek hundreds of millions of dollars for &#8220;personalized medicine,&#8221; a proposal that is expected to receive bipartisan support in Congress. Pres Obama plans to request hundreds of millions of dollars to fund research into medical treatments attuned to specific patients' DNA and other characteristics; some experts consider so-called 'personalized medicine' or 'individualized medicine' to be forefront of field.",News
15,,2015-01-30,multimedia,The Weekly Health Quiz,54cb9c4579881068566a12e5,Health,"In the news: timing exercise, sugary drinks and keeping the weight off. Test your knowledge of this week’s health news.",Health,,"The Weekly Health Quiz In the news: timing exercise, sugary drinks and keeping the weight off. Test your knowledge of this week’s health news.  ",Interactive Feature
16,"T M Luhrmann Op-Ed article highlights British Psychological Society report about symptoms of mental illness that dovetails with change to how National Institute of Mental Health is approaching mental disorders; observes that both approaches suggest that mental illnesses should be treated with social interventions, not just drugs.",2015-01-18,article,Redefining Mental Illness,54bab8457988107cd6792d64,Editorial,New research recognizes that diagnoses and drugs are not the only approach.,Opinion,Sunday Review,"Redefining Mental Illness New research recognizes that diagnoses and drugs are not the only approach. T M Luhrmann Op-Ed article highlights British Psychological Society report about symptoms of mental illness that dovetails with change to how National Institute of Mental Health is approaching mental disorders; observes that both approaches suggest that mental illnesses should be treated with social interventions, not just drugs.",Op-Ed
17,,2015-01-16,multimedia,The Weekly Health Quiz,54b833347988101df2f2b294,Health,"In the news: blueberries and blood pressure, indoor tanning and one child’s paralysis. Test your knowledge of this week’s health news.",Health,,"The Weekly Health Quiz In the news: blueberries and blood pressure, indoor tanning and one child’s paralysis. Test your knowledge of this week’s health news.  ",Interactive Feature
18,,2015-01-23,multimedia,The Weekly Health Quiz,54c2694879881004ea4103bf,Health,"In the news: timing lunch, childbirth pain and Disneyland diseases. Test your knowledge of this week’s health news.",Health,,"The Weekly Health Quiz In the news: timing lunch, childbirth pain and Disneyland diseases. Test your knowledge of this week’s health news.  ",Interactive Feature
19,,2015-01-24,article,Health Care and Prosperity,54c2f1fa7988105978d81cdd,Letters,Two doctors write that universal health care is a major contributor to a country&#8217;s economic well-being.,Opinion,,Health Care and Prosperity Two doctors write that universal health care is a major contributor to a country&#8217;s economic well-being.  ,Letter
20,,2015-01-30,article,Child Health and Poverty,54cb405a79881068566a11a5,Letters,"Sandra G. Hassink, president of the American Academy of Pediatrics, responds to an online column by Charles M. Blow.",Opinion,,"Child Health and Poverty Sandra G. Hassink, president of the American Academy of Pediatrics, responds to an online column by Charles M. Blow.  ",Letter
21,"Editorial criticizes Congressional Republicans for their continuing attempts to weaken Affordable Care Act, most recent of which is bill that would encourage many employers to cease offering coverage to their employees; notes that measure, called Save American Workers Act, has some bipartisan support, making it a threat; warns that Pres Obama may not be able to veto bill if it is attached to other important legislation.",2015-01-28,article,Continued Assaults on Health Reform ,54c89d5e79881078889c77af,Editorial,Republicans in Congress are trying to dismantle the Affordable Care Act piece by piece.,Opinion,,"Continued Assaults on Health Reform  Republicans in Congress are trying to dismantle the Affordable Care Act piece by piece. Editorial criticizes Congressional Republicans for their continuing attempts to weaken Affordable Care Act, most recent of which is bill that would encourage many employers to cease offering coverage to their employees; notes that measure, called Save American Workers Act, has some bipartisan support, making it a threat; warns that Pres Obama may not be able to veto bill if it is attached to other important legislation.",Editorial
22,"Dr Abigail Zuger reviews book America's Bitter Pill: Money, Politics, Backroom Deals, and the Fight to Fix Our Broken Healthcare System by Steven Brill.",2015-01-27,article,Anatomy of a Health Care Mess ,54c68bfb798810239ad252a5,Science,"Steven Brill has written a comprehensive chronicle of the politicking behind the Affordable Care Act, spiced by personal insights stemming from his own surgery.",Science,,"Anatomy of a Health Care Mess  Steven Brill has written a comprehensive chronicle of the politicking behind the Affordable Care Act, spiced by personal insights stemming from his own surgery. Dr Abigail Zuger reviews book America's Bitter Pill: Money, Politics, Backroom Deals, and the Fight to Fix Our Broken Healthcare System by Steven Brill.",News
23,Pope Francis is using his Philippines visit to kick off a yearlong push for global action on global warming.,2015-01-16,blogpost,Storm Warnings for Pope's Climate Stop in the Philippines,54b98e337988105027ba225e,OpEd,,false,false,Storm Warnings for Pope's Climate Stop in the Philippines   Pope Francis is using his Philippines visit to kick off a yearlong push for global action on global warming.,Blog
24,,2015-01-27,article,Obama Administration on Track to Surpass Health Care Goal,54c7ea7879881078889c75cc,None,"Some 9.5 million people have already signed up for 2015 coverage under President Barack Obama's health care law, and the administration is on track to surpass its nationwide enrollment target set last year.",U.S.,Politics,"Obama Administration on Track to Surpass Health Care Goal Some 9.5 million people have already signed up for 2015 coverage under President Barack Obama's health care law, and the administration is on track to surpass its nationwide enrollment target set last year.  ",News
25,,2015-01-29,article,Republicans: House to Begin Work on Health Care Alternative,54ca8a7d79881068566a0f6c,None,The House will vote next week to repeal the health care law Republicans have vowed to undo. They'll also direct work to start on a replacement bill the GOP promised more than four years ago.,U.S.,Politics,Republicans: House to Begin Work on Health Care Alternative The House will vote next week to repeal the health care law Republicans have vowed to undo. They'll also direct work to start on a replacement bill the GOP promised more than four years ago.  ,News
26,,2015-01-29,article,"Panel Recommending Changes to Military Health Care, Benefits",54c9eedc79881036118ed40d,None,Top U.S. leaders and members of Congress reacted cautiously Thursday to the recommendations of an independent panel to change the military's retirement and health care systems.,U.S.,Politics,"Panel Recommending Changes to Military Health Care, Benefits Top U.S. leaders and members of Congress reacted cautiously Thursday to the recommendations of an independent panel to change the military's retirement and health care systems.  ",News
27,"Congressional Budget Office lowers estimated federal cost of giving health insurance coverage to Americans under Affordable Care Act to $571 billion from 2015 through 2019, down 20 percent from earlier estimate of $710 billion; says change is due to many factors, including slowing rise of health care costs.",2015-01-27,article,Budget Office Slashes Estimated Cost of Health Coverage,54c6f0e4798810239ad253d5,National,"Changes to the predicted price tag for coverage under the Affordable Care Act resulted from many factors, including a general &#8220;slowdown in the growth of health care costs.&#8221;",U.S.,Politics,"Budget Office Slashes Estimated Cost of Health Coverage Changes to the predicted price tag for coverage under the Affordable Care Act resulted from many factors, including a general &#8220;slowdown in the growth of health care costs.&#8221; Congressional Budget Office lowers estimated federal cost of giving health insurance coverage to Americans under Affordable Care Act to $571 billion from 2015 through 2019, down 20 percent from earlier estimate of $710 billion; says change is due to many factors, including slowing rise of health care costs.",News
28,,2015-01-21,article,Woods Must Regain Health and Confidence: Duval,54bfc0d87988106587ea6397,None,"Former world number one David Duval is not ready to write off Tiger Woods, but he knows from personal experience how difficult it is to play hurt and without confidence.",Sports,Golf,"Woods Must Regain Health and Confidence: Duval Former world number one David Duval is not ready to write off Tiger Woods, but he knows from personal experience how difficult it is to play hurt and without confidence.  ",News
29,Former NantHealth executives Stephanie Davidson and William Lynch file lawsuit against the health technology firm alleging that it made false claims about the reliability of some of its system; accusations are part of wrongful-termination suit.,2015-01-17,article,Ex-Employees Accuse Health Firm of Fraud,54b99a547988105027ba228e,Business,"Two former executives of NantHealth said that the company made fraudulent claims about the reliability of its system, and may have used company donations to attract federal funds so a hospital could buy its products.",Business Day,,"Ex-Employees Accuse Health Firm of Fraud Two former executives of NantHealth said that the company made fraudulent claims about the reliability of its system, and may have used company donations to attract federal funds so a hospital could buy its products. Former NantHealth executives Stephanie Davidson and William Lynch file lawsuit against the health technology firm alleging that it made false claims about the reliability of some of its system; accusations are part of wrongful-termination suit.",News
30,,2015-01-28,article,California Declares Electronic Cigarettes a Health Threat,54c93a3d79881036118ed1f4,None,"California health officials Wednesday declared electronic cigarettes a health threat that should be strictly regulated like tobacco products, joining other states and health advocates across the U.S. in seeking tighter controls as ""vaping"" grows in popularity.",U.S.,,"California Declares Electronic Cigarettes a Health Threat California health officials Wednesday declared electronic cigarettes a health threat that should be strictly regulated like tobacco products, joining other states and health advocates across the U.S. in seeking tighter controls as ""vaping"" grows in popularity.  ",News
31,One in 25 patients who goes into the hospital without an infection will get one there. The V.A. is leading the way in bringing those numbers under control.,2015-01-30,blogpost,"For V.A. Hospitals (and Patients), a Major Health Victory",54cb416a79881068566a11b7,OpEd,,Opinion,,"For V.A. Hospitals (and Patients), a Major Health Victory   One in 25 patients who goes into the hospital without an infection will get one there. The V.A. is leading the way in bringing those numbers under control.",Blog
32,,2015-01-30,article,Vinovich Survives Health Scare to Referee Super Bowl,54cb4bad79881068566a11d7,None,"One moment Bill Vinovich was lifting weights to stay in shape for the NFL season, the next he was on a hospital bed overhearing doctors say the next 48 hours would determine if he would live.",Sports,Pro Football,"Vinovich Survives Health Scare to Referee Super Bowl One moment Bill Vinovich was lifting weights to stay in shape for the NFL season, the next he was on a hospital bed overhearing doctors say the next 48 hours would determine if he would live.  ",News
