,abstract,date,doctype,headline,id,news_desk,paragraph,section,subsection,text,type
17,Government Accountability Office will release report detailing evidence of widespread overuse of psychiatric drugs by older Americans diagnosed with Alzheimer's disease; report urges Medicare officials to immediately take action to reduce unnecessary prescriptions of antipsychotic medications.,2015-03-02,article,Psychiatric Drug Overuse Is Cited by Federal Study,54f3cc9f79881075cd221ce4,National,Investigators are recommending that Medicare officials take immediate action to reduce unnecessary prescriptions to older Americans with dementia.,Health,,Psychiatric Drug Overuse Is Cited by Federal Study Investigators are recommending that Medicare officials take immediate action to reduce unnecessary prescriptions to older Americans with dementia. Government Accountability Office will release report detailing evidence of widespread overuse of psychiatric drugs by older Americans diagnosed with Alzheimer's disease; report urges Medicare officials to immediately take action to reduce unnecessary prescriptions of antipsychotic medications.,News
18,A nutrition advisory panel that helps shape the country’s official dietary guidelines recommended sharp new limits on the amount of added sugars that Americans should consume.,2015-02-19,blogpost,Nutrition Panel Calls for Less Sugar and Eases Cholesterol and Fat Restrictions,54e63e8479881005b6729208,Science,,Health,,Nutrition Panel Calls for Less Sugar and Eases Cholesterol and Fat Restrictions   A nutrition advisory panel that helps shape the country’s official dietary guidelines recommended sharp new limits on the amount of added sugars that Americans should consume.,Blog
19,,2015-02-27,multimedia,The Weekly Health Quiz,54ef43b37988105c981b9b82,Health,"In the news: annoying sounds, bariatric surgery and peanut allergies. Test your knowledge of this week’s health news.",Health,,"The Weekly Health Quiz In the news: annoying sounds, bariatric surgery and peanut allergies. Test your knowledge of this week’s health news.  ",Interactive Feature
20,,2015-02-25,multimedia,The Two Americas of Health Care,54edb29379881019c721df52,U.S. / Politics,"How King v. Burwell, the latest Supreme Court challenge to the Affordable Care Act, could create two American health care systems divided by access to care.",U.S.,Politics,"The Two Americas of Health Care How King v. Burwell, the latest Supreme Court challenge to the Affordable Care Act, could create two American health care systems divided by access to care.  ",Video
21,,2015-02-22,multimedia,The Health Care Wager,54ea12cf7988102c57355a2a,Business Day / Economy,"A surge in spending on health care is translating into well-paying jobs, but opportunities are only available to those willing to put in the time and money to retrain.",Business Day,Economy,"The Health Care Wager A surge in spending on health care is translating into well-paying jobs, but opportunities are only available to those willing to put in the time and money to retrain.  ",Video
22,Timothy Egan Op-Ed column scores Republican attempt to undermine Affordable Care Act in Supreme Court case King vs Burwell; holds move represents brazen manipulation of legal system; excoriates challengers for attempt to deprive millions of Americans of health insurance based on technical reading of law's language.,2015-02-20,article,The Plot to Kill Health Care,54e6efe179881005b67293ee,Editorial,Republicans are attempting a manipulation of the legal system that would make a mockery of all that conservative legal scholars profess to believe.,Opinion,,The Plot to Kill Health Care Republicans are attempting a manipulation of the legal system that would make a mockery of all that conservative legal scholars profess to believe. Timothy Egan Op-Ed column scores Republican attempt to undermine Affordable Care Act in Supreme Court case King vs Burwell; holds move represents brazen manipulation of legal system; excoriates challengers for attempt to deprive millions of Americans of health insurance based on technical reading of law's language.,Op-Ed
23,,2015-02-26,article,Assessing the Health of Independent Bookshops,54edd6e779881019c721dfc0,Culture,"U.S. indie bookstores have rebounded strongly from the financial crisis, while in Britain and Ireland more than one-third of shops have disappeared in the past decade.",Arts,International Arts,"Assessing the Health of Independent Bookshops U.S. indie bookstores have rebounded strongly from the financial crisis, while in Britain and Ireland more than one-third of shops have disappeared in the past decade.  ",News
24,,2015-02-24,article,Updating Health Directives,54ec35e07988105e43970c9d,Letters,The co-founder of MyDirectives.com urges patients to ensure that their current wishes for end-of-life care are known.,Opinion,,Updating Health Directives The co-founder of MyDirectives.com urges patients to ensure that their current wishes for end-of-life care are known.  ,Letter
25,,2015-02-16,article,"The Health Law, in the Real World",54e1a9e97988103eb7f375ec,Letters,"Readers respond to a Sunday Review news analysis, &#8220;Insured, but Not Covered.&#8221;",Opinion,,"The Health Law, in the Real World Readers respond to a Sunday Review news analysis, &#8220;Insured, but Not Covered.&#8221;  ",Letter
26,,2015-02-20,multimedia,The Weekly Health Quiz,54e65ffd79881005b672928d,Health,"In the news: food recommendations, varicose veins and persistent grief. Test your knowledge of this week’s health news.",Health,,"The Weekly Health Quiz In the news: food recommendations, varicose veins and persistent grief. Test your knowledge of this week’s health news.  ",Interactive Feature
27,"Nina Pham, nurse at Texas Health Presbyterian Hospital who was first person to contract Ebola in United States, files suit against hospital's parent Texas Health Resources; contends it left workers without training or equipment needed to handle disease.",2015-03-03,article,Nurse Who Contracted Ebola in the U.S. Sues Her Hospital Employer,54f73dfe7988102d1372436c,National,"The nurse, Nina Pham, asserts that Texas Health Presbyterian Hospital knowingly left workers without the training or equipment needed to handle Ebola.",U.S.,,"Nurse Who Contracted Ebola in the U.S. Sues Her Hospital Employer The nurse, Nina Pham, asserts that Texas Health Presbyterian Hospital knowingly left workers without the training or equipment needed to handle Ebola. Nina Pham, nurse at Texas Health Presbyterian Hospital who was first person to contract Ebola in United States, files suit against hospital's parent Texas Health Resources; contends it left workers without training or equipment needed to handle disease.",News
28,"Editorial criticizes legal argument against Affordable Care Act presented by case King v Burwell, pending before Supreme Court; suggests case relies on willful misreading of intent of law, noting that it focuses on four words that only when twisted can be taken to mean that law forbids tax-credit subsidies to those living in states that did not set up health care exchanges; urges court to answer question of why they agreed to hear case.",2015-03-01,article, The Phony Legal Attack on Health Care ,54f222d57988107c2577c81f,Editorial,"King v. Burwell, which could tear a huge hole in the Affordable Care Act, is a marvel of reverse-engineered absurdity. From March 1, 2015.",Opinion,Sunday Review," The Phony Legal Attack on Health Care  King v. Burwell, which could tear a huge hole in the Affordable Care Act, is a marvel of reverse-engineered absurdity. From March 1, 2015. Editorial criticizes legal argument against Affordable Care Act presented by case King v Burwell, pending before Supreme Court; suggests case relies on willful misreading of intent of law, noting that it focuses on four words that only when twisted can be taken to mean that law forbids tax-credit subsidies to those living in states that did not set up health care exchanges; urges court to answer question of why they agreed to hear case.",Editorial
29,,2015-03-03,article,Health Officials Perplexed by Vaccination Skeptics,54f7a7317988102d137245b4,None,"Certain that they are right, struggling to find ways to get their message across, public health officials are exasperated by their inability to persuade more U.S. parents to vaccinate their children.",Health,,"Health Officials Perplexed by Vaccination Skeptics Certain that they are right, struggling to find ways to get their message across, public health officials are exasperated by their inability to persuade more U.S. parents to vaccinate their children.  ",News
30,"After an essay about misophonia, Well readers chimed in about the noises they can’t stand to hear.",2015-03-02,blogpost,"Snip, Snap, Slurp: Misophonia Makes Them Unbearable",54f64fb7798810031dda693d,Science,,false,false,"Snip, Snap, Slurp: Misophonia Makes Them Unbearable   After an essay about misophonia, Well readers chimed in about the noises they can’t stand to hear.",Blog
31,,2015-02-20,article,Aiding Pakistan’s Mentally Ill,54e5d15e7988104837072cfd,Editorial,"With all its traumas, the country has just one psychiatrist for every 333,000 people.",Opinion,,"Aiding Pakistan’s Mentally Ill With all its traumas, the country has just one psychiatrist for every 333,000 people.  ",Op-Ed
32,"United Nations officials urge continued caution in West African Ebola epidemic, noting increase in reported cases in Guinea and Sierra Leone.",2015-02-19,article,"Ebola Risks Linger, Officials Warn",54e5380b7988104837072b56,Foreign,Top United Nations officials on Wednesday warned against complacency over the waning Ebola epidemic in three West African countries.,World,Africa,"Ebola Risks Linger, Officials Warn Top United Nations officials on Wednesday warned against complacency over the waning Ebola epidemic in three West African countries. United Nations officials urge continued caution in West African Ebola epidemic, noting increase in reported cases in Guinea and Sierra Leone.",Brief
33,"Obama administration tells Congress it has no plan in place to help those affected if Supreme Court votes to cut off health insurance subsidies in several states, placing responsibility squarely on shoulders of Republican lawmakers.",2015-02-25,article,Congress Is Told Ruling Against Health Law Would Impact Poor,54ed315f79881019c721dddb,National,The secretary of health and human services said in a letter to Congress that a court decision against the administration would do “massive damage.”,U.S.,,"Congress Is Told Ruling Against Health Law Would Impact Poor The secretary of health and human services said in a letter to Congress that a court decision against the administration would do “massive damage.” Obama administration tells Congress it has no plan in place to help those affected if Supreme Court votes to cut off health insurance subsidies in several states, placing responsibility squarely on shoulders of Republican lawmakers.",News
34,Study published in journal Health Affairs finds four popular national ratings systems used by consumers to grade hospitals often reach quite different conclusions about which hospitals are best or worst; says varying grades can lead to confusion as patients shop for health care.,2015-03-03,article,Hospital Rating Systems Differ on Best and Worst,54f63056798810031dda6928,Business,"Authors of a new analysis say the lack of agreement could add to the confusion over health care quality, rather than alleviating it.",Business Day,,"Hospital Rating Systems Differ on Best and Worst Authors of a new analysis say the lack of agreement could add to the confusion over health care quality, rather than alleviating it. Study published in journal Health Affairs finds four popular national ratings systems used by consumers to grade hospitals often reach quite different conclusions about which hospitals are best or worst; says varying grades can lead to confusion as patients shop for health care.",News
35,"Older definitions of health, and the treatments they dictate, do not apply at a time when people function independently despite chronic ailments.",2015-03-02,blogpost,Healthy in a Falling Apart Sort of Way,54f463a579881075cd223461,Science,,false,false,"Healthy in a Falling Apart Sort of Way   Older definitions of health, and the treatments they dictate, do not apply at a time when people function independently despite chronic ailments.",Blog
36,,2015-02-21,article,"For Doctors, Less Is More",54e7bfec798810453b011ba7,Letters,"Dr. Stephen J. Bergman, the author of a book about medical internship, cites his rule: &#8220;The delivery of medical care is to do as much nothing as possible.&#8221;",Opinion,,"For Doctors, Less Is More Dr. Stephen J. Bergman, the author of a book about medical internship, cites his rule: &#8220;The delivery of medical care is to do as much nothing as possible.&#8221;  ",Letter
37,"Nearly 800,000 Americans who enrolled in insurance policies through HealthCare.gov are sent wrong information on forms they need to complete their 2014 tax returns; mistake could cause hardship for lower-income Americans who are qualified for subsidized insurance.",2015-02-21,article,"Tax Error in Health Act Has Impact on 800,000",54e75d1179881005b672954a,National,"The tax mix-up, affecting taxpayers in 37 states, is the first major problem to surface in an otherwise smooth second enrollment period for the Affordable Care Act.",U.S.,,"Tax Error in Health Act Has Impact on 800,000 The tax mix-up, affecting taxpayers in 37 states, is the first major problem to surface in an otherwise smooth second enrollment period for the Affordable Care Act. Nearly 800,000 Americans who enrolled in insurance policies through HealthCare.gov are sent wrong information on forms they need to complete their 2014 tax returns; mistake could cause hardship for lower-income Americans who are qualified for subsidized insurance.",News
38,,2015-02-24,article,Administration: No Quick Fix if Court Kills Health Subsidies,54ecf8ba79881019c721dd41,None,"President Barack Obama's health secretary told Congress Tuesday that she has no administrative actions available to fix the ""massive damage to our health care system"" that would result should the Supreme Court invalidate federal subsidies that help millions of Americans buy health care coverage.",U.S.,Politics,"Administration: No Quick Fix if Court Kills Health Subsidies President Barack Obama's health secretary told Congress Tuesday that she has no administrative actions available to fix the ""massive damage to our health care system"" that would result should the Supreme Court invalidate federal subsidies that help millions of Americans buy health care coverage.  ",News
39,,2015-02-22,article,Governors: No Clear Plan if Health Care Subsidies Fall,54ea50537988102c57355a8c,None,Millions of people could lose health insurance subsidies in the coming months if the Supreme Court sides with opponents of President Barack Obama's health care overhaul.,U.S.,Politics,Governors: No Clear Plan if Health Care Subsidies Fall Millions of people could lose health insurance subsidies in the coming months if the Supreme Court sides with opponents of President Barack Obama's health care overhaul.  ,News
40,,2015-02-24,article,Treasury Issues Reprieve for Health Law Tax Errors,54ece8ba79881019c721dd0e,None,"Taxpayers who've filed their 2014 returns only to learn that the government provided them with erroneous information on health care subsidies won't be required to submit corrected returns, the Treasury Department said Tuesday.",U.S.,Politics,"Treasury Issues Reprieve for Health Law Tax Errors Taxpayers who've filed their 2014 returns only to learn that the government provided them with erroneous information on health care subsidies won't be required to submit corrected returns, the Treasury Department said Tuesday.  ",News
41,,2015-02-16,article,Democrats Seek Relief From Health Law Penalties,54e1a47a7988103eb7f375d8,None,"The official sign-up season for President Barack Obama's health care law may be over, but leading congressional Democrats say millions of Americans facing new tax penalties deserve a second chance.",U.S.,Politics,"Democrats Seek Relief From Health Law Penalties The official sign-up season for President Barack Obama's health care law may be over, but leading congressional Democrats say millions of Americans facing new tax penalties deserve a second chance.  ",News
42,Doctors are making a medical goal of reducing patient suffering caused by inattentive care itself and not disease; are using surveys to measure suffering and devising ways to lessen it; attempt is motivated partially by competition and partly by realization that patient suffering is a real and urgent issue.,2015-02-18,article,Doctors Strive to Do Less Harm by Inattentive Care,54e3f5ee7988106bb9e5e473,National,"Inattentive medical care is now seen as a real harm. To remedy the situation, many hospitals and doctors are surveying those in their care.",Health,,"Doctors Strive to Do Less Harm by Inattentive Care Inattentive medical care is now seen as a real harm. To remedy the situation, many hospitals and doctors are surveying those in their care. Doctors are making a medical goal of reducing patient suffering caused by inattentive care itself and not disease; are using surveys to measure suffering and devising ways to lessen it; attempt is motivated partially by competition and partly by realization that patient suffering is a real and urgent issue.",News
43,"Complicated grief, as it is known, is more than just a life-disrupting emotional response. It can result in a physical and psychological decline.",2015-02-16,blogpost,When Grief Won't Relent,54e1cadd7988103eb7f3763a,Science,,Health,,"When Grief Won't Relent   Complicated grief, as it is known, is more than just a life-disrupting emotional response. It can result in a physical and psychological decline.",Blog
44,Science Q&A on whether sitting with crossed legs leads to circulatory problems.,2015-02-17,article,"Crossed Legs, Heightened Worries?",54e2335a79881013aa5f1461,Science,Does sitting with one leg crossed over the other lead to circulatory problems?,Science,,"Crossed Legs, Heightened Worries? Does sitting with one leg crossed over the other lead to circulatory problems? Science Q&A on whether sitting with crossed legs leads to circulatory problems.",Question
45,"In winter, root vegetables, roasted vegetables, grains and year-round vegetable staples like celery are often at the center of my salad plate.",2015-02-20,blogpost,Salads Don&#8217;t Have to Be Green,54e787b9798810453b011ac5,Science,,Health,,"Salads Don&#8217;t Have to Be Green   In winter, root vegetables, roasted vegetables, grains and year-round vegetable staples like celery are often at the center of my salad plate.",Blog
46,,2015-02-21,article,Finishing Off Ebola,54e71a3479881005b6729473,OpEd,"Now is the time to prepare for the next epidemic, before it is upon us.",Opinion,,"Finishing Off Ebola Now is the time to prepare for the next epidemic, before it is upon us.  ",Op-Ed
47,Doctors Without Borders reports that average rate of Ebola-related deaths at its remaining centers in West Africa has dropped to 52 percent from about 62 percent.,2015-02-27,article,Fatality Rate Is Falling in West African Ebola Clinics ,54ef6c99798810693c97d323,Foreign,"At Doctors Without Borders&#8217; remaining treatment centers, the average death rate has fallen to 52 percent from 62 percent, and doctors are not sure why.",Health,,"Fatality Rate Is Falling in West African Ebola Clinics  At Doctors Without Borders&#8217; remaining treatment centers, the average death rate has fallen to 52 percent from 62 percent, and doctors are not sure why. Doctors Without Borders reports that average rate of Ebola-related deaths at its remaining centers in West Africa has dropped to 52 percent from about 62 percent.",News
48,"Tax specialists are warning businesses that IRS will use greater scrutiny in differentiating between employees and self-employed independent contractors, in large part due to Affordable Care Act and its employer mandate.",2015-02-15,article,Employee or Contractor? Health Care Law Raises Stakes ,54df677e7988100be8455ad6,SundayBusiness,"As the employer mandate of the Affordable Care Law takes effect this year, correctly classifying workers becomes even more important.",Business Day,Your Taxes,"Employee or Contractor? Health Care Law Raises Stakes  As the employer mandate of the Affordable Care Law takes effect this year, correctly classifying workers becomes even more important. Tax specialists are warning businesses that IRS will use greater scrutiny in differentiating between employees and self-employed independent contractors, in large part due to Affordable Care Act and its employer mandate.",News
49,,2015-03-02,article,Cardinal Health Offers to Buy J&J Unit for About $1.94B,54f5369579881059dfb2f936,None,Cardinal Health is offering to buy a unit of Johnson &amp; Johnson that makes heart devices for approximately $1.94 billion.,Business Day,,Cardinal Health Offers to Buy J&J Unit for About $1.94B Cardinal Health is offering to buy a unit of Johnson &amp; Johnson that makes heart devices for approximately $1.94 billion.  ,News
50,,2015-02-23,article,Capitol Hill Buzz: Sen. Hatch Prepping Health Plan,54eb85f77988105e43970b07,None,"Senate Finance Committee Chairman Orrin Hatch is backing a Supreme Court challenge to one of the keystones of President Barack Obama's health care law. Now, he says he's preparing a plan to help people who might be hurt if his side wins the case.",U.S.,Politics,"Capitol Hill Buzz: Sen. Hatch Prepping Health Plan Senate Finance Committee Chairman Orrin Hatch is backing a Supreme Court challenge to one of the keystones of President Barack Obama's health care law. Now, he says he's preparing a plan to help people who might be hurt if his side wins the case.  ",News
51,,2015-02-26,article,GOP Claims Paper Shows Fed Aides' Preps for Health Law Loss,54ef4b427988105c981b9ba2,None,A leading House Republican claimed Thursday that he's been told of a 100-page document showing the Obama administration is preparing contingency plans in case the Supreme Court invalidates federal subsidies that help millions of Americans afford health care coverage.,U.S.,Politics,GOP Claims Paper Shows Fed Aides' Preps for Health Law Loss A leading House Republican claimed Thursday that he's been told of a 100-page document showing the Obama administration is preparing contingency plans in case the Supreme Court invalidates federal subsidies that help millions of Americans afford health care coverage.  ,News
52,"Conservatives and liberal Democrats alike are flooding Supreme Court with friend of the court legal briefs ahead of oral arguments in case King v Burwell, which is challenging payment of subsidies for health insurance in over 30 states in effort to overturn health care law; experts say briefs, which judges read carefully and may rely on, could influence outcome of case.",2015-02-22,article,Flood of Briefs on the Health Care Law’s Subsidies Hits the Supreme Court,54e8f5f37988107dc6a6e826,National,"Amicus curiae, or friend of the court, briefs are flooding into the Supreme Court ahead of oral arguments March 4 that could determine the fate of the health care law.",U.S.,Politics,"Flood of Briefs on the Health Care Law’s Subsidies Hits the Supreme Court Amicus curiae, or friend of the court, briefs are flooding into the Supreme Court ahead of oral arguments March 4 that could determine the fate of the health care law. Conservatives and liberal Democrats alike are flooding Supreme Court with friend of the court legal briefs ahead of oral arguments in case King v Burwell, which is challenging payment of subsidies for health insurance in over 30 states in effort to overturn health care law; experts say briefs, which judges read carefully and may rely on, could influence outcome of case.",News
53,,2015-03-02,article,High Court Nixes Quick Release of Health Care Argument Audio,54f611f9798810031dda68ff,None,The Supreme Court is saying no to calls for the speedy release of the audio of Wednesday's high-stakes argument about tax subsidies that are critical to President Barack Obama's health overhaul.,U.S.,Politics,High Court Nixes Quick Release of Health Care Argument Audio The Supreme Court is saying no to calls for the speedy release of the audio of Wednesday's high-stakes argument about tax subsidies that are critical to President Barack Obama's health overhaul.  ,News
54,,2015-02-28,article,Added Tax Season Hassle for Some Due to Health Form Errors,54f17a1379881073aef9eb7d,None,It's not uncommon to feel some trepidation around tax-filing season.,U.S.,Politics,Added Tax Season Hassle for Some Due to Health Form Errors It's not uncommon to feel some trepidation around tax-filing season.  ,News
