,abstract,date,doctype,headline,id,news_desk,paragraph,section,subsection,text,type
12,Test your knowledge of this week’s health news.,2015-10-30,blogpost,"The Weekly Health Quiz: The Ambivalent Marriage, Sugar and Grass-Fed Beef",5633472f798810201af95caf,Science,,Health,,"The Weekly Health Quiz: The Ambivalent Marriage, Sugar and Grass-Fed Beef   Test your knowledge of this week’s health news.",Blog
13,"A look at how the media, science, humans’ dread of cancer and love of meat collide.",2015-10-28,blogpost,"Meat, Cancer, Fear and Carcinogenic Headlines",56311c0c798810685ca5be15,OpEd,,Opinion,,"Meat, Cancer, Fear and Carcinogenic Headlines   A look at how the media, science, humans’ dread of cancer and love of meat collide.",Blog
14,,2015-10-25,article,Presto! A Leader,562bbb3a79881040168e8754,SundayBusiness,"How training as a magician helped Daniel Lubetzky, the chief executive of Kind Snacks, hone his leadership skills.",Business Day,,"Presto! A Leader How training as a magician helped Daniel Lubetzky, the chief executive of Kind Snacks, hone his leadership skills.  ",News
15,,2015-10-23,multimedia,Do You Have an Ambivalent Marriage?,562f94ac79881079d8f747c1,Health,Take our quiz to find out.,Health,,Do You Have an Ambivalent Marriage? Take our quiz to find out.  ,Interactive Feature
16,"Report in American Journal of Psychiatry finds schizophrenia patients who got smaller doses of anti-psychotic drugs,more one-on-one verbal therapy and family support achieved higher levels of recovery in first two years than patients who received only drug-focused treatment; report comes as Congress debates mental health reform and public attention to treatment increases.",2015-10-20,article,New Approach Advised to Treat Schizophrenia,5625bc977988101bb67566c3,National,A landmark study found that a bigger emphasis on one-on-one talk therapy made greater strides in patient recovery than the usual drug-focused treatments.,Health,,"New Approach Advised to Treat Schizophrenia A landmark study found that a bigger emphasis on one-on-one talk therapy made greater strides in patient recovery than the usual drug-focused treatments. Report in American Journal of Psychiatry finds schizophrenia patients who got smaller doses of anti-psychotic drugs,more one-on-one verbal therapy and family support achieved higher levels of recovery in first two years than patients who received only drug-focused treatment; report comes as Congress debates mental health reform and public attention to treatment increases.",News
17,"Amino, a start-up, is mining health industry information to create a consumer service. Its first offering is a data-driven tool for choosing doctors.",2015-10-20,blogpost,Amino Harnesses Health Industry Data for Consumers,5626afee7988105034cd962e,Business,,Technology,,"Amino Harnesses Health Industry Data for Consumers   Amino, a start-up, is mining health industry information to create a consumer service. Its first offering is a data-driven tool for choosing doctors.",Blog
18,"Ambivalence in a marriage is sometimes inevitable, but research shows that couples with mixed levels of support and negativity pay a price in terms of health compared to those in fully supportive marriages.",2015-10-26,blogpost,The Ambivalent Marriage Takes a Toll on Health,562eba2879881079d8f74564,Science,,Health,,"The Ambivalent Marriage Takes a Toll on Health   Ambivalence in a marriage is sometimes inevitable, but research shows that couples with mixed levels of support and negativity pay a price in terms of health compared to those in fully supportive marriages.",Blog
19,,2015-10-29,article,"SupermealX, India’s Soylent, May Be Nutritious, but Will It Make the World a Better Place?",5630d632798810310043c39d,Foreign,An Indian fitness entrepreneur has made his own version of the meal-replacement potion Soylent. The question is whether India’s poor will want to consume it.,World,Asia Pacific,"SupermealX, India’s Soylent, May Be Nutritious, but Will It Make the World a Better Place? An Indian fitness entrepreneur has made his own version of the meal-replacement potion Soylent. The question is whether India’s poor will want to consume it.  ",News
20,"Many online comments have directed their scorn not at the report that may deprive them of their favorite foods, but at the domestic food industry in China.",2015-10-28,blogpost,Some Chinese Take Aim at Meat Industry After W.H.O. Report on Cancer Risks,5630a591798810310043c2e3,Foreign,,World,Asia Pacific,"Some Chinese Take Aim at Meat Industry After W.H.O. Report on Cancer Risks   Many online comments have directed their scorn not at the report that may deprive them of their favorite foods, but at the domestic food industry in China.",Blog
21,"World Health Organization reports Pauline Cafferkey, Scottish nurse who survived Ebola nine months ago, is beginning to recover from meningitis, late complication of Ebola; health experts are treating Cafferkey with experimental antiviral compound and are studying her latest infection to further their understanding of Ebola’s long term effects.  ",2015-10-22,article,New Clues Into Ebola as Ill Nurse Improves,562835107988101287fd8ce3,Foreign,Pauline Cafferkey has been treated with an experimental anti-viral compound that is thought to work by incorporating itself into the genetic material while the Ebola virus is being copied.,World,Europe,"New Clues Into Ebola as Ill Nurse Improves Pauline Cafferkey has been treated with an experimental anti-viral compound that is thought to work by incorporating itself into the genetic material while the Ebola virus is being copied. World Health Organization reports Pauline Cafferkey, Scottish nurse who survived Ebola nine months ago, is beginning to recover from meningitis, late complication of Ebola; health experts are treating Cafferkey with experimental antiviral compound and are studying her latest infection to further their understanding of Ebola’s long term effects.  ",News
22,Editorial criticizes Republicans in Congress for pointing to failure of health insurance cooperatives under Affordable Care Act as evidence that law should be repealed; recounts history of how cooperatives were created due to Republican opposition to more workable plan; urges Obama administration to find ways to help bolster failing cooperatives.,2015-10-20,article,A New Attack on Health Care Reform,5625eb717988101bb6756725,Editorial,Republicans are now going after nonprofit insurance plans.,Opinion,,A New Attack on Health Care Reform Republicans are now going after nonprofit insurance plans. Editorial criticizes Republicans in Congress for pointing to failure of health insurance cooperatives under Affordable Care Act as evidence that law should be repealed; recounts history of how cooperatives were created due to Republican opposition to more workable plan; urges Obama administration to find ways to help bolster failing cooperatives.,Editorial
23,"Cost and benefits of 2016 health plans under Affordable Care Act are unveiled on HealthCare.gov, but features allowing search for plans covering specific doctors or medications are not yet viewable; purchasing of plans begins November 1.",2015-10-24,article,"Health Law’s Revamped Site, HealthCare.gov, to Debut on Sunday",562a9f2179881010ffa5f5d3,National,Some features are still to be added as the government tries to improve the website used to help people select health plans through the Affordable Care Act.,U.S.,Politics,"Health Law’s Revamped Site, HealthCare.gov, to Debut on Sunday Some features are still to be added as the government tries to improve the website used to help people select health plans through the Affordable Care Act. Cost and benefits of 2016 health plans under Affordable Care Act are unveiled on HealthCare.gov, but features allowing search for plans covering specific doctors or medications are not yet viewable; purchasing of plans begins November 1.",News
24,A reader asks: Is it healthy for older people who have hip replacements to take up running or jogging?,2015-10-27,blogpost,Ask Well: Running After Hip Replacement,562f687d79881079d8f74717,Science,,Health,,Ask Well: Running After Hip Replacement   A reader asks: Is it healthy for older people who have hip replacements to take up running or jogging?,Blog
25,,2015-10-21,article,Treating Severe Mental Illness: The U.S. Lags Behind,56267f7a7988105034cd956f,Letters,A psychiatrist says thousands of mentally ill are homeless or imprisoned for nuisance crimes that were avoidable if they had not been neglected.,Opinion,,Treating Severe Mental Illness: The U.S. Lags Behind A psychiatrist says thousands of mentally ill are homeless or imprisoned for nuisance crimes that were avoidable if they had not been neglected.  ,Letter
26,"Some activists in fight against breast cancer object to large number of October campaigns that seek to raise awareness through pink items, strategy some activists call 'pinkwashing'; critics say feel-good campaign is marketing opportunity for wide range of companies that rarely make scientific research their focus, and has failed to lower incidence of breast cancer for several years.",2015-10-31,article,A Growing Disenchantment With October ‘Pinkification’,5633319b798810201af95c3d,National,"Some women with cancer and others question the worth of all that pink merchandise for Breast Cancer Awareness Month. More than awareness, they say, they want action.",Health,,"A Growing Disenchantment With October ‘Pinkification’ Some women with cancer and others question the worth of all that pink merchandise for Breast Cancer Awareness Month. More than awareness, they say, they want action. Some activists in fight against breast cancer object to large number of October campaigns that seek to raise awareness through pink items, strategy some activists call 'pinkwashing'; critics say feel-good campaign is marketing opportunity for wide range of companies that rarely make scientific research their focus, and has failed to lower incidence of breast cancer for several years.",News
27,,2015-10-19,multimedia,Lives Restored,5466551f79881049c1903c17,Science,A series profiling people who are functioning normally despite severe mental illness and have chosen to speak out about their struggles.,Science,,Lives Restored A series profiling people who are functioning normally despite severe mental illness and have chosen to speak out about their struggles.  ,Interactive Feature
28,,2015-10-30,article,Obama Administration Campaign Will Publicize Health Care Subsidies,56329486798810201af95a94,National,"Ahead of an open enrollment period amid a decline in customers, the administration will provide information about help for people with lower incomes.",U.S.,Politics,"Obama Administration Campaign Will Publicize Health Care Subsidies Ahead of an open enrollment period amid a decline in customers, the administration will provide information about help for people with lower incomes.  ",News
29,,2015-10-31,article,"Zimbabwean President Stumbles, Fuelling Health Speculation",5634d14879881058ec3b655a,None,Zimbabwean officials dismissed speculation on Saturday about President Robert Mugabe's health after the elderly leader stumbled in public.,World,Africa,"Zimbabwean President Stumbles, Fuelling Health Speculation Zimbabwean officials dismissed speculation on Saturday about President Robert Mugabe's health after the elderly leader stumbled in public.  ",News
30,,2015-10-30,article,"Feds: Switch Plans, Save on Health Insurance",5633bfe879881058ec3b6315,None,"""It pays to shop"" is the message from the government, two days before the start of the third sign-up season under President Barack Obama's health care overhaul.",U.S.,,"Feds: Switch Plans, Save on Health Insurance ""It pays to shop"" is the message from the government, two days before the start of the third sign-up season under President Barack Obama's health care overhaul.  ",News
31,,2015-10-31,article,"Zimbabwean President Stumbles, Fuelling Health Speculation",5634d14879881058ec3b655a,None,Zimbabwean officials dismissed speculation on Saturday about President Robert Mugabe's health after the elderly leader stumbled in public.,World,Africa,"Zimbabwean President Stumbles, Fuelling Health Speculation Zimbabwean officials dismissed speculation on Saturday about President Robert Mugabe's health after the elderly leader stumbled in public.  ",News
32,,2015-10-30,article,CVS Health Outlook for 2016 Disappoints Wall Street,563350a7798810201af95cd3,None,CVS Health shares that hit an all-time high price three months ago tumbled Friday after the drug store chain and pharmacy benefits manger surprised Wall Street with a 2016 profit forecast that fell well below expectations.,Business Day,,CVS Health Outlook for 2016 Disappoints Wall Street CVS Health shares that hit an all-time high price three months ago tumbled Friday after the drug store chain and pharmacy benefits manger surprised Wall Street with a 2016 profit forecast that fell well below expectations.  ,News
33,,2015-10-28,article,Credit Suisse Hires Five Health Care Bankers,562fa766798810310043bfb0,Business,"Punit Mehta, who was global head of life sciences at Barclays, and four other bankers will join the Swiss bank.",Business Day,DealBook,"Credit Suisse Hires Five Health Care Bankers Punit Mehta, who was global head of life sciences at Barclays, and four other bankers will join the Swiss bank.  ",News
34,,2015-10-28,article,University of Minnesota Football Coach Retires for Health Reasons,563112f4798810685ca5bde6,None,"The head football coach at the University of Minnesota, who has epilepsy, said on Wednesday he was retiring immediately due to health concerns after suffering more of the seizures that had forced him to miss at least parts of games over the years.",Sports,Pro Football,"University of Minnesota Football Coach Retires for Health Reasons The head football coach at the University of Minnesota, who has epilepsy, said on Wednesday he was retiring immediately due to health concerns after suffering more of the seizures that had forced him to miss at least parts of games over the years.  ",News
35,,2015-10-26,article,Another Challenge to Health Overhaul Heads to Supreme Court,562dd8c1798810562db13953,None,"Opponents of President Barack Obama's health care overhaul are taking yet another challenge to the law to the Supreme Court, and say they will be back with more if this one fails.",U.S.,Politics,"Another Challenge to Health Overhaul Heads to Supreme Court Opponents of President Barack Obama's health care overhaul are taking yet another challenge to the law to the Supreme Court, and say they will be back with more if this one fails.  ",News
36,,2015-10-26,article,Cuba's Interior Minister Resigns for Health Reasons,562ef36879881079d8f745d1,None,"Interior Minister Abelardo Colome Ibarra, a historic figure in Cuba's revolution who accompanied the Castro brothers when they toppled dictator Fulgencio Batista in 1959, has resigned for health reasons, the government said Monday.",World,Americas,"Cuba's Interior Minister Resigns for Health Reasons Interior Minister Abelardo Colome Ibarra, a historic figure in Cuba's revolution who accompanied the Castro brothers when they toppled dictator Fulgencio Batista in 1959, has resigned for health reasons, the government said Monday.  ",News
37,,2015-10-25,article,New Health Overhaul Challenge Reaching Supreme Court,562cc96479881040168e893a,None,"Opponents of President Barack Obama's health care overhaul are taking yet another challenge to the law to the Supreme Court, and say they will be back with more if this one fails.",U.S.,Politics,"New Health Overhaul Challenge Reaching Supreme Court Opponents of President Barack Obama's health care overhaul are taking yet another challenge to the law to the Supreme Court, and say they will be back with more if this one fails.  ",News
38,,2015-10-23,article,Universal Health Care Advocates Heading to Colorado Voters,562a6e4679881010ffa5f531,None,"Supporters of universal health care loaded boxes of resident petitions off an ambulance and onto a stretcher Friday, launching their campaign to make Colorado the first state to opt out of the federal health law and replace it with taxpayer-funded coverage for all.",U.S.,,"Universal Health Care Advocates Heading to Colorado Voters Supporters of universal health care loaded boxes of resident petitions off an ambulance and onto a stretcher Friday, launching their campaign to make Colorado the first state to opt out of the federal health law and replace it with taxpayer-funded coverage for all.  ",News
39,,2015-10-24,article,Obama Administration Unveils Health Care Premiums for 2016,562b94ae79881010ffa5f781,None,"When consumers turn on their laptops and tablets Monday morning, they should be able to check premiums for 2016 under President Barack Obama's health care law.",U.S.,Politics,"Obama Administration Unveils Health Care Premiums for 2016 When consumers turn on their laptops and tablets Monday morning, they should be able to check premiums for 2016 under President Barack Obama's health care law.  ",News
40,,2015-10-24,article,Saving on Taxes While Saving for Health Care Costs,562a4b2a7988105546074ecd,Business,"With health savings accounts and flexible spending accounts, workers can put tax-free money aside for medical expenses.",Your Money,Health Insurance,"Saving on Taxes While Saving for Health Care Costs With health savings accounts and flexible spending accounts, workers can put tax-free money aside for medical expenses.  ",News
41,,2015-10-22,article,Biologists Fly Drone to Track Health of Endangered Orcas,5628a18c7988101287fd8dd3,None,Federal biologists flying a drone have taken thousands of rich images of endangered Puget Sound orcas showing the whales are in good condition this year and that several appear to be pregnant.,U.S.,,Biologists Fly Drone to Track Health of Endangered Orcas Federal biologists flying a drone have taken thousands of rich images of endangered Puget Sound orcas showing the whales are in good condition this year and that several appear to be pregnant.  ,News
42,,2015-10-23,article,New Health Law Premiums Available Online This Weekend,5629e0cb7988105546074d56,None,"Premiums are expected to rise in many parts of the country as a new sign-up season under President Barack Obama's health care law starts Nov. 1. But consumers have options if they shop around, and an upgraded government website will help them compare.",U.S.,Politics,"New Health Law Premiums Available Online This Weekend Premiums are expected to rise in many parts of the country as a new sign-up season under President Barack Obama's health care law starts Nov. 1. But consumers have options if they shop around, and an upgraded government website will help them compare.  ",News
43,"Retail health clinics have exploded over the last 10 years, and now it seems like every other big box store, supermarket and shopping mall has its own clinic.",2015-10-29,blogpost,The &#8216;Mall-ification&#8217; of Medical Care,5632512f798810201af95972,Science,,Health,,"The &#8216;Mall-ification&#8217; of Medical Care   Retail health clinics have exploded over the last 10 years, and now it seems like every other big box store, supermarket and shopping mall has its own clinic.",Blog
44,,2015-10-21,article,Biologists Fly Drone to Track Health of Endangered Orcas,5627e9957988101287fd8bf1,None,Federal biologists flying a drone have taken thousands of rich images of endangered Puget Sound orcas showing the whales are in good condition this year and that several appear to be pregnant.,U.S.,,Biologists Fly Drone to Track Health of Endangered Orcas Federal biologists flying a drone have taken thousands of rich images of endangered Puget Sound orcas showing the whales are in good condition this year and that several appear to be pregnant.  ,News
45,,2015-10-21,article,Clinton Questions Plans for Health Insurers to Merge,5627a3cb7988105034cd9919,None,"Hillary Rodham Clinton warned Wednesday that two major health insurers preparing multibillion dollar acquisitions could tip ""the balance of power"" too far away from consumers.",U.S.,Politics,"Clinton Questions Plans for Health Insurers to Merge Hillary Rodham Clinton warned Wednesday that two major health insurers preparing multibillion dollar acquisitions could tip ""the balance of power"" too far away from consumers.  ",News
46,,2015-10-21,article,23andMe Returns With FDA-Approved Genetic Health Tests,56270ea37988105034cd9711,None,"Genetic testing company 23andMe is reintroducing some health screening tools that federal regulators forced off the market more than two years ago, due to concerns about their accuracy and interpretation by customers.",U.S.,Politics,"23andMe Returns With FDA-Approved Genetic Health Tests Genetic testing company 23andMe is reintroducing some health screening tools that federal regulators forced off the market more than two years ago, due to concerns about their accuracy and interpretation by customers.  ",News
47,"Changes in health care landscape under Pres Obama's Affordable Care Act are driving health companies of all kinds--drug makers, hospitals groups and insurers--to merge. ",2015-10-30,article,Health Care Companies in Merger Frenzy,563280a1798810201af95a37,Business,"Cheap capital, low interest rates and the challenges posed by the Affordable Care Act are driving health companies of all kinds, not just hospitals, to combine.",Business Day,DealBook,"Health Care Companies in Merger Frenzy Cheap capital, low interest rates and the challenges posed by the Affordable Care Act are driving health companies of all kinds, not just hospitals, to combine. Changes in health care landscape under Pres Obama's Affordable Care Act are driving health companies of all kinds--drug makers, hospitals groups and insurers--to merge. ",News
48,"23andMe announces it will re-start providing its customers with health and ancestry information based on their saliva, practice it was ordered to stop in 2013 by Food and Drug Administration; company hopes shift will increase number of subscriptions to its genetic testing service.",2015-10-21,article,23andMe Will Resume Giving Users Health Data ,56270e117988105034cd9710,Business,The genetic-testing company stopped providing health information in 2013 after the F.D.A. ordered it to prove the accuracy of results.,Business Day,,"23andMe Will Resume Giving Users Health Data  The genetic-testing company stopped providing health information in 2013 after the F.D.A. ordered it to prove the accuracy of results. 23andMe announces it will re-start providing its customers with health and ancestry information based on their saliva, practice it was ordered to stop in 2013 by Food and Drug Administration; company hopes shift will increase number of subscriptions to its genetic testing service.",News
49,,2015-10-19,article,A Health Law Fine on the Uninsured Will More Than Double,5624ae6b79881072a18d3b00,None,"The math is harsh: The federal penalty for having no health insurance is set to jump to $695, and the Obama administration is being urged to highlight that cold fact in its new pitch for health law sign-ups.",U.S.,Politics,"A Health Law Fine on the Uninsured Will More Than Double The math is harsh: The federal penalty for having no health insurance is set to jump to $695, and the Obama administration is being urged to highlight that cold fact in its new pitch for health law sign-ups.  ",News
50,,2015-10-25,article,Uniting Behind the Divisive ‘Cadillac’ Tax on Health Plans,562b730a79881010ffa5f759,SundayBusiness,A tax on expansive health plans would remove an incentive for employers to pay wages in the form of insurance. That could benefit the system over all.,The Upshot,,Uniting Behind the Divisive ‘Cadillac’ Tax on Health Plans A tax on expansive health plans would remove an incentive for employers to pay wages in the form of insurance. That could benefit the system over all.  ,News
51,"Eight alternative health insurers formed under Affordable Care Act are shutting down, leaving only 14 so-called co-op insurers left; about 500,000 customers are looking for health coverage for 2016, leaving them with fewer choices and possibly higher rates.",2015-10-26,article,Health Care Co-op Closings Narrow Consumers’ Choices,562d8a9e798810562db13886,Business,Some officials blame the government’s actions for the shuttering of some of these start-ups created under the Affordable Care Act.,Business Day,,"Health Care Co-op Closings Narrow Consumers’ Choices Some officials blame the government’s actions for the shuttering of some of these start-ups created under the Affordable Care Act. Eight alternative health insurers formed under Affordable Care Act are shutting down, leaving only 14 so-called co-op insurers left; about 500,000 customers are looking for health coverage for 2016, leaving them with fewer choices and possibly higher rates.",News
52,"Obese children who cut back on their sugar intake see improvements in their blood pressure, cholesterol readings and other markers of health after just 10 days, a rigorous new study found.",2015-10-27,blogpost,Cutting Sugar Improves Children&#8217;s Health in Just 10 Days,562f3d3a79881079d8f74677,Science,,Health,,"Cutting Sugar Improves Children&#8217;s Health in Just 10 Days   Obese children who cut back on their sugar intake see improvements in their blood pressure, cholesterol readings and other markers of health after just 10 days, a rigorous new study found.",Blog
53,Ohio Senate advances bill to cut state and federal funding for Planned Parenthood.,2015-10-22,article,Ohio: Senate Votes to End Funds for Planned Parenthood,562855af7988101287fd8d2f,National,State senators advanced a bill on Wednesday that would eliminate state and federal funding for Planned Parenthood clinics.,U.S.,,Ohio: Senate Votes to End Funds for Planned Parenthood State senators advanced a bill on Wednesday that would eliminate state and federal funding for Planned Parenthood clinics. Ohio Senate advances bill to cut state and federal funding for Planned Parenthood.,Brief
54,,2015-10-25,article,"After a Border Crossing, a Joyous Haven in the South Bronx",56293ed97988105546074b98,Metro,"Terra Firma, in the South Bronx, offers an unusual blend of legal help and therapy for unaccompanied, traumatized children who crossed from Mexico to the United States.",N.Y. / Region,,"After a Border Crossing, a Joyous Haven in the South Bronx Terra Firma, in the South Bronx, offers an unusual blend of legal help and therapy for unaccompanied, traumatized children who crossed from Mexico to the United States.  ",News
55,,2015-10-21,article,"AmSurg Seeks Merger, but TeamHealth Demurs",5626eb597988105034cd96cc,Business,"While TeamHealth indicated AmSurg’s offer was inadequate and unwelcome, both have recently made major acquisitions in an industry rife with such maneuvering.",Business Day,DealBook,"AmSurg Seeks Merger, but TeamHealth Demurs While TeamHealth indicated AmSurg’s offer was inadequate and unwelcome, both have recently made major acquisitions in an industry rife with such maneuvering.  ",News
56,Op-Ed article by physician Shoa L Clarke argues against offering privileged hospital patients exclusive rooms or services; cites research to dispute view that offering luxury health care is benign fundraising method and does not deprive ordinary patients; asserts practice does lead to unequal treatment and fundamentally contradicts ethics of medical profession. ,2015-10-26,article,How Hospitals Coddle the Rich,562dd42a798810562db13947,OpEd,"If some patients are labeled V.I.P., does that mean the others aren’t?",Opinion,,"How Hospitals Coddle the Rich If some patients are labeled V.I.P., does that mean the others aren’t? Op-Ed article by physician Shoa L Clarke argues against offering privileged hospital patients exclusive rooms or services; cites research to dispute view that offering luxury health care is benign fundraising method and does not deprive ordinary patients; asserts practice does lead to unequal treatment and fundamentally contradicts ethics of medical profession. ",Op-Ed
57,,2015-10-24,article,Leading Malaria Vaccine Gets Mixed Reviews,562aac6979881010ffa5f601,Foreign,"Two respected medical voices urged caution on the leading candidate for a malaria vaccine, Mosquirix, while two other expert panels recommended going ahead with pilot projects.",Health,,"Leading Malaria Vaccine Gets Mixed Reviews Two respected medical voices urged caution on the leading candidate for a malaria vaccine, Mosquirix, while two other expert panels recommended going ahead with pilot projects.  ",News
58,,2015-10-24,article,Learning the Unfamiliar Language of Home Care,562a4cf57988105546074ed5,Business,"While it is far preferable for retirees to remain at home as they age, the choices and costs can be daunting.",Your Money,,"Learning the Unfamiliar Language of Home Care While it is far preferable for retirees to remain at home as they age, the choices and costs can be daunting.  ",News
59,"When aging people discuss with their families how they wish to die, all are spared extra grief when the end comes.",2015-10-27,blogpost,Talking Early About How Life Should End,562f289579881079d8f74629,OpEd,,Opinion,,"Talking Early About How Life Should End   When aging people discuss with their families how they wish to die, all are spared extra grief when the end comes.",Blog
60,"When aging people discuss with their families how they wish to die, all are spared extra grief when the end comes.",2015-10-27,blogpost,Talking Early About How Life Should End,562f289579881079d8f74629,OpEd,,Opinion,,"Talking Early About How Life Should End   When aging people discuss with their families how they wish to die, all are spared extra grief when the end comes.",Blog
61,,2015-10-29,article,Report: NASA Needs Better Handle on Health Hazards for Mars,56324924798810201af9594a,None,"NASA needs to get cracking if it wants to keep its astronauts alive and well on missions to Mars, according to an in-house report issued Thursday.",Science,,"Report: NASA Needs Better Handle on Health Hazards for Mars NASA needs to get cracking if it wants to keep its astronauts alive and well on missions to Mars, according to an in-house report issued Thursday.  ",News
