,abstract,date,doctype,headline,id,news_desk,paragraph,section,subsection,text,type
17,"Snapshot interview with film director Shira Piven, discussing her new movie Welcome to Me.",2015-05-03,article,"Shira Piven on Directing ‘Welcome to Me,’ a Comedy of Disorder",5542a3917988104edaaf45a6,Arts&Leisure,"Ms. Piven strove to balance a dark comedy with the humanity of its protagonist: &#8220;We find her hilarious, but we also find her sad and touching.&#8221;",Movies,,"Shira Piven on Directing ‘Welcome to Me,’ a Comedy of Disorder Ms. Piven strove to balance a dark comedy with the humanity of its protagonist: &#8220;We find her hilarious, but we also find her sad and touching.&#8221; Snapshot interview with film director Shira Piven, discussing her new movie Welcome to Me.",News
18,,2015-04-28,article,Genetic Testing Moves Into World of Employee Health,553fa9257988104151f56b68,None,Your employer may one day help determine if your genes are why your jeans have become too snug.,U.S.,,Genetic Testing Moves Into World of Employee Health Your employer may one day help determine if your genes are why your jeans have become too snug.  ,News
19,,2015-04-29,article,FAA Had Questioned Mental Health of Germanwings Pilot,55414dcb7988101ff7f76214,None,"Five years ago Federal Aviation Administration officials questioned the mental fitness of the Germanwings pilot who crashed an airliner in the French Alps last month, but they awarded him a U.S. pilot license after his German doctor said he had fully recovered from severe depression, government records show.",U.S.,Politics,"FAA Had Questioned Mental Health of Germanwings Pilot Five years ago Federal Aviation Administration officials questioned the mental fitness of the Germanwings pilot who crashed an airliner in the French Alps last month, but they awarded him a U.S. pilot license after his German doctor said he had fully recovered from severe depression, government records show.  ",News
20,,2015-05-02,article,Mormon Church Issues Statement on Health of Its President,5545756f79881026062b2422,None,The Mormon church has issued its first statement that directly addresses the health of its 87-year-old president.,U.S.,,Mormon Church Issues Statement on Health of Its President The Mormon church has issued its first statement that directly addresses the health of its 87-year-old president.  ,News
21,,2015-04-28,article,Stocks Move Mostly Higher; Health Care Rebounds,553faf487988106d7d5aa1fd,None,Stocks are moving mostly higher as the health care sector rebounds from a slump the day before.,U.S.,,Stocks Move Mostly Higher; Health Care Rebounds Stocks are moving mostly higher as the health care sector rebounds from a slump the day before.  ,News
22,,2015-04-23,article,Correction: Colorado Shooting-Mental Health Story,55396a0679881032bf56b056,None,"In a story April 23 about how Colorado's mental health support network has been strengthened since the Aurora theater shootings, The Associated Press reported erroneously the title for Carl Clark. He is the president and CEO of the Mental Health Center of Denver, not director of a crisis program at the center.",U.S.,,"Correction: Colorado Shooting-Mental Health Story In a story April 23 about how Colorado's mental health support network has been strengthened since the Aurora theater shootings, The Associated Press reported erroneously the title for Carl Clark. He is the president and CEO of the Mental Health Center of Denver, not director of a crisis program at the center.  ",News
23,,2015-04-22,article,Health Officials Probe Cause of Suspected Botulism at Picnic,5537d724798810052f6a68a4,None,Heath officials said Wednesday they are working to determine which food from a church potluck might have caused a suspected botulism outbreak that left one person dead and 23 others sick.,U.S.,,Health Officials Probe Cause of Suspected Botulism at Picnic Heath officials said Wednesday they are working to determine which food from a church potluck might have caused a suspected botulism outbreak that left one person dead and 23 others sick.  ,News
24,,2015-04-20,article,Cardinal Health Paying $26.8 Million in FTC Settlement,55353afe7988104c51d11acd,None,Cardinal Health will pay $26.8 million as part of a settlement with the Federal Trade Commission over charges it monopolized the sale in 25 markets of diagnostic drugs known as low-energy radiopharmaceuticals.,Business Day,,Cardinal Health Paying $26.8 Million in FTC Settlement Cardinal Health will pay $26.8 million as part of a settlement with the Federal Trade Commission over charges it monopolized the sale in 25 markets of diagnostic drugs known as low-energy radiopharmaceuticals.  ,News
25,,2015-04-29,article,Insurers Navigate Health Overhaul to Rising Profits,5541229e7988101ff7f7617c,None,Several of the nation's biggest health insurers have hiked earnings expectations for 2015 after blowing past first-quarter forecasts and heading into a much more stable future than they faced this time last year.,Business Day,,Insurers Navigate Health Overhaul to Rising Profits Several of the nation's biggest health insurers have hiked earnings expectations for 2015 after blowing past first-quarter forecasts and heading into a much more stable future than they faced this time last year.  ,News
26,,2015-04-29,article,Conflicting Reports Given on Health of Singer Joni Mitchell,5540ab387988106d7d5aa506,None,"The health of singer-songwriter Joni Mitchell has been the subject of conflicting information, with her website stating she is alert and expected to make a full recovery but a longtime friend saying in a court filing that she was unconscious and unable to care for herself.",U.S.,,"Conflicting Reports Given on Health of Singer Joni Mitchell The health of singer-songwriter Joni Mitchell has been the subject of conflicting information, with her website stating she is alert and expected to make a full recovery but a longtime friend saying in a court filing that she was unconscious and unable to care for herself.  ",News
27,,2015-04-27,article,Colombia's Health Ministry Seeks to Halt Coca Spraying,553ef9da7988104151f56960,None,Colombia*s Health Ministry is recommending the immediate suspension of aerial spraying of a herbicide that*s the cornerstone of U.S.-financed efforts to wipe out cocaine crops.,World,Americas,Colombia's Health Ministry Seeks to Halt Coca Spraying Colombia*s Health Ministry is recommending the immediate suspension of aerial spraying of a herbicide that*s the cornerstone of U.S.-financed efforts to wipe out cocaine crops.  ,News
28,,2015-04-21,article,Colts Quarterback Gathers Support for Child Health Program,5536b13d7988105526decf79,None,Indianapolis Colts quarterback Andrew Luck threw and caught a pass Tuesday during a visit to the Indiana Statehouse during which he promoted a health and fitness initiative for children.,U.S.,,Colts Quarterback Gathers Support for Child Health Program Indianapolis Colts quarterback Andrew Luck threw and caught a pass Tuesday during a visit to the Indiana Statehouse during which he promoted a health and fitness initiative for children.  ,News
29,,2015-04-28,article,Stocks Open Mostly Higher; Health Care Rebounds,553f8f037988104151f56b04,None,Stocks are opening mostly higher as the health care sector rebounds from a slump the day before.,U.S.,,Stocks Open Mostly Higher; Health Care Rebounds Stocks are opening mostly higher as the health care sector rebounds from a slump the day before.  ,News
30,,2015-04-30,article,Assurant Selling or Closing Health Insurance Division,55424e507988101ff7f764e9,None,Assurant Inc. says it will sell or shut down its health insurance division that has struggled financially since the introduction of the federal Affordable Care Act.,U.S.,,Assurant Selling or Closing Health Insurance Division Assurant Inc. says it will sell or shut down its health insurance division that has struggled financially since the introduction of the federal Affordable Care Act.  ,News
31,"Ann Carrns Your Money Adviser notes that deadline for open enrollment for health insurance under Affordable Care Act has passed, but advises that there are exceptions for those who have changes in circumstances.",2015-05-02,article,"Health Insurance Deadline Passes for Most, but There Are Exceptions",554380a57988104edaaf47cc,Business,"The Affordable Care Act’s open enrollment period for health insurance expired on April 30, but people with special circumstances can still get coverage.",Your Money,,"Health Insurance Deadline Passes for Most, but There Are Exceptions The Affordable Care Act’s open enrollment period for health insurance expired on April 30, but people with special circumstances can still get coverage. Ann Carrns Your Money Adviser notes that deadline for open enrollment for health insurance under Affordable Care Act has passed, but advises that there are exceptions for those who have changes in circumstances.",News
32,Test your knowledge of this week’s health news.,2015-04-24,blogpost,"The Weekly Health Quiz: Runners, Rabies and Dampened Emotions",553a4f4679881032bf56b2dc,Science,,false,false,"The Weekly Health Quiz: Runners, Rabies and Dampened Emotions   Test your knowledge of this week’s health news.",Blog
33,"Sudden death of Air Force recruit T J Moore during basic training illustrates major health care disadvantages faced by American service members; independent examination of Moore's records indicates serious lapses by military doctors, but Air Force has yet to admit any error; rules bar service members from seeking outside medical attention, and deprive them of right to challenge their care and seek answers by filing malpractice suits (Series: Military Medicine).",2015-04-20,article,Service Members Are Left in Dark on Health Errors,55344c1b7988102a708bf721,National,"The nation’s 1.3 million active-duty service members are in a special bind, virtually powerless to hold accountable the health care system that treats them.",U.S.,,"Service Members Are Left in Dark on Health Errors The nation’s 1.3 million active-duty service members are in a special bind, virtually powerless to hold accountable the health care system that treats them. Sudden death of Air Force recruit T J Moore during basic training illustrates major health care disadvantages faced by American service members; independent examination of Moore's records indicates serious lapses by military doctors, but Air Force has yet to admit any error; rules bar service members from seeking outside medical attention, and deprive them of right to challenge their care and seek answers by filing malpractice suits (Series: Military Medicine).",News
34,,2015-04-29,article,Report: Insurers Skirt Health Law's Protections for Women,5540da387988106d7d5aa5a4,None,"Some insurance plans offered on the health overhaul law's new marketplaces violate the law's requirements for women's health, according to a new report from a women's legal advocacy group.",U.S.,,"Report: Insurers Skirt Health Law's Protections for Women Some insurance plans offered on the health overhaul law's new marketplaces violate the law's requirements for women's health, according to a new report from a women's legal advocacy group.  ",News
35,,2015-04-23,multimedia,Chile issues health alert following volcano eruption,5539359e79881032bf56af81,Multimedia/Photos,The Chilean government has issued a health warning for people living in the vicinity of Calbuco volcano which continues to spew smoke and ash into the sky. Gavino Garay reports.,Multimedia/Photos,,Chile issues health alert following volcano eruption The Chilean government has issued a health warning for people living in the vicinity of Calbuco volcano which continues to spew smoke and ash into the sky. Gavino Garay reports.  ,Video
36,,2015-05-04,article,A Flame Retardant That Came With Its Own Threat to Health,5546b0e07988104245edf72d,National,"A chemical added to children’s pajamas was meant to save lives, but in the 1970s scientists concluded that it was a mutagen, a gene-altering agent.",U.S.,,"A Flame Retardant That Came With Its Own Threat to Health A chemical added to children’s pajamas was meant to save lives, but in the 1970s scientists concluded that it was a mutagen, a gene-altering agent.  ",News
37,"Residents of West Baltimore's poverty-stricken Upton-Druid Heights neighborhood, which is 94 percent black, die from almost every major disease at significantly higher rates than rest of city and their life expectancy is just 68 years; statistics underlie anger and frustration of poor black Americans that is at heart of ongoing nationwide protests about policing.",2015-04-30,article,Health Problems Take Root in a West Baltimore Neighborhood That Is Sick of Neglect,554182897988101ff7f762aa,National,In Upton-Druid Heights &#8212; one of Baltimore&#8217;s poorest neighborhoods and the scene of some of its most vocal protests &#8212; residents die from nearly every major disease at substantially higher rates than the city as a whole.,U.S.,,"Health Problems Take Root in a West Baltimore Neighborhood That Is Sick of Neglect In Upton-Druid Heights &#8212; one of Baltimore&#8217;s poorest neighborhoods and the scene of some of its most vocal protests &#8212; residents die from nearly every major disease at substantially higher rates than the city as a whole. Residents of West Baltimore's poverty-stricken Upton-Druid Heights neighborhood, which is 94 percent black, die from almost every major disease at significantly higher rates than rest of city and their life expectancy is just 68 years; statistics underlie anger and frustration of poor black Americans that is at heart of ongoing nationwide protests about policing.",News
38,"Britain's National Health Service, universal health system that has achieved revered status in country since its creation in 1948, has emerged as central factor in coming national elections; both Conservative and Labour party have presented themselves as protectors of system, pledging to allocate large new sums to shore up its strained resources.",2015-04-26,article,"Britain’s National Health Service, Creaking but Revered, Looms Over Elections",553c11e3798810080a4fc612,Foreign,"Despite its many shortcomings, Britain&#8217;s National Health Service is held in such high esteem that competing claims to be its protector could help decide national elections next month.",World,Europe,"Britain’s National Health Service, Creaking but Revered, Looms Over Elections Despite its many shortcomings, Britain&#8217;s National Health Service is held in such high esteem that competing claims to be its protector could help decide national elections next month. Britain's National Health Service, universal health system that has achieved revered status in country since its creation in 1948, has emerged as central factor in coming national elections; both Conservative and Labour party have presented themselves as protectors of system, pledging to allocate large new sums to shore up its strained resources.",News
39,It’s not easy to shrug off the widespread — and false — belief that depression is a failure of the will.,2015-04-21,blogpost,7 Thoughts From a Chronically Unhappy Person,55362c627988104c51d11d2f,OpEd,,Opinion,,7 Thoughts From a Chronically Unhappy Person   It’s not easy to shrug off the widespread — and false — belief that depression is a failure of the will.,Blog
40,,2015-04-21,article,Tratamento ajuda a manter o cabelo durante a quimioterapia,553814a1798810052f6a698b,Universal,"O tratamento para salvar o cabelo requer uma touca congelada que é firmemente ajustada na cabeça antes, durante e depois da sessão de quimioterapia.",Universal,América,"Tratamento ajuda a manter o cabelo durante a quimioterapia O tratamento para salvar o cabelo requer uma touca congelada que é firmemente ajustada na cabeça antes, durante e depois da sessão de quimioterapia.  ",News
41,,2015-05-05,article,"Among Hispanics, Puerto Ricans Seem to Have Worst Health",5548f9d479881010f87bacbd,None,"A new government report finds that among Hispanic groups in the United States, Puerto Ricans appear to have the worst health.",Health,,"Among Hispanics, Puerto Ricans Seem to Have Worst Health A new government report finds that among Hispanic groups in the United States, Puerto Ricans appear to have the worst health.  ",News
42,,2015-04-29,article,Health Insurer Anthem's Profit Beats as Medicaid Enrollments Rise,5540b0a87988106d7d5aa51d,None,"Anthem Inc, the second-largest U.S. health insurer, reported a better-than-expected quarterly profit, helped by rise in memberships for government plans, particularly Medicaid.",Business Day,,"Health Insurer Anthem's Profit Beats as Medicaid Enrollments Rise Anthem Inc, the second-largest U.S. health insurer, reported a better-than-expected quarterly profit, helped by rise in memberships for government plans, particularly Medicaid.  ",News
43,,2015-04-24,article,Museum Hosts Exhibit on History of Henry Ford Health System,553a51f479881032bf56b2ef,None,The Detroit Historical Museum is hosting an exhibit about the evolution and growth of Henry Ford Health System during the past century.,U.S.,,Museum Hosts Exhibit on History of Henry Ford Health System The Detroit Historical Museum is hosting an exhibit about the evolution and growth of Henry Ford Health System during the past century.  ,News
44,,2015-04-23,article,Food Babe Blogger Vani Hari Taking Heat Over Health Science,55391557798810052f6a6c79,None,"As truth wars go, Vani Hari of the Food Babe blog has produced a doozy.",U.S.,,"Food Babe Blogger Vani Hari Taking Heat Over Health Science As truth wars go, Vani Hari of the Food Babe blog has produced a doozy.  ",News
45,,2015-04-27,article,Unhealthy Ending: Stocks Fall as Health Care Shares Weigh,553e60b37988104151f567d0,None,U.S. stocks are closing lower as health care companies weigh on the market and investors await a flood of earnings reports.,U.S.,,Unhealthy Ending: Stocks Fall as Health Care Shares Weigh U.S. stocks are closing lower as health care companies weigh on the market and investors await a flood of earnings reports.  ,News
46,,2015-05-01,article,House Passes G.O.P. Budget Aiming to Repeal Health Law,5542e5817988104edaaf465c,National,The joint House-Senate nonbinding budget plan promises to balance the budget in nine years through more than $5 trillion in spending cuts.,U.S.,Politics,House Passes G.O.P. Budget Aiming to Repeal Health Law The joint House-Senate nonbinding budget plan promises to balance the budget in nine years through more than $5 trillion in spending cuts.  ,News
47,,2015-05-05,article,Global Cancer Drug Spending Hits $100 Billion in 2014-IMS Health,5548420b7988106468df60b5,None,"Worldwide spending on cancer medicines reached $100 billion (66 billion pounds) in 2014, an increase of 10.3 percent from 2013 and up from $75 billion five years earlier, according to IMS Health's Global Oncology Trend Report released on Tuesday.",Business Day,,"Global Cancer Drug Spending Hits $100 Billion in 2014-IMS Health Worldwide spending on cancer medicines reached $100 billion (66 billion pounds) in 2014, an increase of 10.3 percent from 2013 and up from $75 billion five years earlier, according to IMS Health's Global Oncology Trend Report released on Tuesday.  ",News
48,,2015-04-30,article,GOP Divided as Supreme Court Ruling on Health Care Law Nears,5541d97a7988101ff7f76363,None,"Congressional Republicans are divided over how to respond to an approaching Supreme Court decision on President Barack Obama's health care law, even as growing numbers concede that their long-sought goal of repealing the statute will have to wait.",U.S.,Politics,"GOP Divided as Supreme Court Ruling on Health Care Law Nears Congressional Republicans are divided over how to respond to an approaching Supreme Court decision on President Barack Obama's health care law, even as growing numbers concede that their long-sought goal of repealing the statute will have to wait.  ",News
49,,2015-04-28,article,Aramco CEO Khalid Al-Falih Appointed Saudi Health Minister,5540467f7988106d7d5aa3c0,None,"Saudi King Salman on Wednesday appointed Saudi Aramco Chief Executive and President Khalid al-Falih as the country's health minister and chairman of the state oil company in the world's top crude exporter, state television said.",World,Middle East,"Aramco CEO Khalid Al-Falih Appointed Saudi Health Minister Saudi King Salman on Wednesday appointed Saudi Aramco Chief Executive and President Khalid al-Falih as the country's health minister and chairman of the state oil company in the world's top crude exporter, state television said.  ",News
50,,2015-04-22,article,Health Law Brings Growth in Food Stamps in Some States,5537d4f9798810052f6a6897,None,"President Barack Obama's health care law has had a surprising side effect: In some states, it appears to be enticing more Americans to apply for food stamps, even as the economy improves.",U.S.,,"Health Law Brings Growth in Food Stamps in Some States President Barack Obama's health care law has had a surprising side effect: In some states, it appears to be enticing more Americans to apply for food stamps, even as the economy improves.  ",News
51,,2015-04-27,article,Japan Chief Govt Spokesman Says Japan Steadily Restoring Fiscal Health,553ef8277988104151f56959,None,Japan's top government spokesman said on Tuesday the country was steadily restoring its fiscal health.,Business Day,,Japan Chief Govt Spokesman Says Japan Steadily Restoring Fiscal Health Japan's top government spokesman said on Tuesday the country was steadily restoring its fiscal health.  ,News
52,,2015-04-25,article,Health Officials Say Ice Cream Is Safe Despite Some Recalls,553b3d6c798810612191b3ac,None,Federal health officials say ice cream is still safe to eat &#8212; even amid recalls by two ice cream companies after the discovery of listeria bacteria in their frozen confections.,U.S.,Politics,Health Officials Say Ice Cream Is Safe Despite Some Recalls Federal health officials say ice cream is still safe to eat &#8212; even amid recalls by two ice cream companies after the discovery of listeria bacteria in their frozen confections.  ,News
53,,2015-04-20,article,"US to Send Ukraine $18 Million in Food, Health, Shelter Aid",55358f627988104c51d11bc8,None,"The United States will supply Ukraine with nearly $18 million in aid to provide shelter, food vouchers, potable water and health and sanitation in regions affected by fighting between government forces and pro-Russia fighters.",U.S.,Politics,"US to Send Ukraine $18 Million in Food, Health, Shelter Aid The United States will supply Ukraine with nearly $18 million in aid to provide shelter, food vouchers, potable water and health and sanitation in regions affected by fighting between government forces and pro-Russia fighters.  ",News
54,,2015-04-28,article,"Saudi King Appoints Khalid Al-Falih as Health Minister, Aramco Chairman",554047e17988106d7d5aa3c2,None,"Saudi King Salman bin Abdulaziz on Wednesday appointed Khalid al-Falih as the country's health minister and chairman of Saudi Aramco, state television said.",World,Middle East,"Saudi King Appoints Khalid Al-Falih as Health Minister, Aramco Chairman Saudi King Salman bin Abdulaziz on Wednesday appointed Khalid al-Falih as the country's health minister and chairman of Saudi Aramco, state television said.  ",News
55,,2015-05-05,article,NYC Mayor Proposes Millions in New Mental Health Services,5548fcc379881010f87bacc7,None,"New York Mayor Bill de Blasio is proposing to invest tens of millions of dollars in mental health services, including opening mental health clinics in schools and putting crime victims' advocates in police precincts.",N.Y. / Region,,"NYC Mayor Proposes Millions in New Mental Health Services New York Mayor Bill de Blasio is proposing to invest tens of millions of dollars in mental health services, including opening mental health clinics in schools and putting crime victims' advocates in police precincts.  ",News
