,abstract,date,doctype,headline,id,news_desk,paragraph,section,subsection,text,type
10,Cuba wins World Health Organization certification for eliminating mother-to-child transmission of HIV and syphilis; distinction requires 95 percent elimination.,2015-07-01,article,Cuba Wins W.H.O. Certification It Ended Mother-to-Child H.I.V. Transmission,5592cba279881079aa4b5214,Foreign,"The island nation was the first country to receive the distinction, which requires 95 percent of elimination targets to be met, for H.I.V. and syphilis transmission.",Health,,"Cuba Wins W.H.O. Certification It Ended Mother-to-Child H.I.V. Transmission The island nation was the first country to receive the distinction, which requires 95 percent of elimination targets to be met, for H.I.V. and syphilis transmission. Cuba wins World Health Organization certification for eliminating mother-to-child transmission of HIV and syphilis; distinction requires 95 percent elimination.",News
11,"Independent panel concludes World Health Organization is still unprepared to handle public health emergency more than year after Ebola epidemic swept Africa; report faults organization for being slow to act, financially unprepared and unwilling to take bold action when governments are unwilling to act on their own.",2015-07-08,article,Panel Calls W.H.O. Unfit to Handle a Crisis Like Ebola,559c1fde7988100c02d0f6d0,Foreign,"An independent panel said in a report released Tuesday that the World Health Organization was sluggish, financially unprepared and overly reliant on “good diplomacy.”",World,Africa,"Panel Calls W.H.O. Unfit to Handle a Crisis Like Ebola An independent panel said in a report released Tuesday that the World Health Organization was sluggish, financially unprepared and overly reliant on “good diplomacy.” Independent panel concludes World Health Organization is still unprepared to handle public health emergency more than year after Ebola epidemic swept Africa; report faults organization for being slow to act, financially unprepared and unwilling to take bold action when governments are unwilling to act on their own.",News
12,,2015-07-03,article,Centene to Acquire Its Managed Care Rival Health Net for $6.8 Billion,559532c27988102ce46b8818,Business,The cash-and-stock deal includes the assumption of $500 million in debt and would bolster Centene’s presence in the Western United States.,Business Day,DealBook,Centene to Acquire Its Managed Care Rival Health Net for $6.8 Billion The cash-and-stock deal includes the assumption of $500 million in debt and would bolster Centene’s presence in the Western United States.  ,News
13,"Joint report by the World Health Organization and Unicef finds that one in three people worldwide, or some 2.4 billion, live without sanitation facilities; suggest dirty drinking water and open defecation, among other causes, are set to subvert global gains in child survival rates and other health measurements.",2015-07-01,article,Dirty Water and Open Defecation Threaten Gains in Child Health,5592c86d79881079aa4b5201,Foreign,A report by the World Health Organization and the United Nations Children’s Fund says that one in three people in the world have no sanitation facilities.,World,,"Dirty Water and Open Defecation Threaten Gains in Child Health A report by the World Health Organization and the United Nations Children’s Fund says that one in three people in the world have no sanitation facilities. Joint report by the World Health Organization and Unicef finds that one in three people worldwide, or some 2.4 billion, live without sanitation facilities; suggest dirty drinking water and open defecation, among other causes, are set to subvert global gains in child survival rates and other health measurements.",News
14,"United States Chamber of Commerce and its overseas affiliates are powerful ally of tobacco industry, working around world to battle antismoking laws; supporting tobacco lobby is priority for world's largest trade group; industry faces peril from global treaty backed by World Health Organization, as well as new flurry of legislation worldwide.",2015-07-01,article,U.S. Chamber of Commerce Works Globally to Fight Antismoking Measures,55925ad7798810525124d34e,Business,The American trade group and its foreign affiliates pit countries against one another and lobby on behalf of the tobacco industry around the world.,Business Day,International Business,"U.S. Chamber of Commerce Works Globally to Fight Antismoking Measures The American trade group and its foreign affiliates pit countries against one another and lobby on behalf of the tobacco industry around the world. United States Chamber of Commerce and its overseas affiliates are powerful ally of tobacco industry, working around world to battle antismoking laws; supporting tobacco lobby is priority for world's largest trade group; industry faces peril from global treaty backed by World Health Organization, as well as new flurry of legislation worldwide.",News
15,Test your knowledge of this week’s health news.,2015-06-26,blogpost,"The Weekly Health Quiz: Sex, Pot and Fidgeting",558d63087988104b6ef0590c,Science,,false,false,"The Weekly Health Quiz: Sex, Pot and Fidgeting   Test your knowledge of this week’s health news.",Blog
16,Test your knowledge of this week’s health news.,2015-07-02,blogpost,"The Weekly Health Quiz: Poison Fish, Fitness Age and Guinea Pigs",55956e767988105cd0859b6d,Science,,false,false,"The Weekly Health Quiz: Poison Fish, Fitness Age and Guinea Pigs   Test your knowledge of this week’s health news.",Blog
17,,2015-06-25,article,Health Insurance Enrollments by State,558c2d167988104b6ef0558a,None,"Health insurance enrollments under President Barack Obama's Affordable Care Act, including those receiving tax subsidies to cover policy costs, by state:",U.S.,,"Health Insurance Enrollments by State Health insurance enrollments under President Barack Obama's Affordable Care Act, including those receiving tax subsidies to cover policy costs, by state:  ",News
18,"Provision in Affordable Care Act requiring health insurers to pay for nutrition and obesity screening has been boon to for-profit diet clinics that are overseen by doctors, leading to estimates that medical weight-loss programs will grow about 5 percent per year through 2019; possibility of massive growth in industry has focused attention on intense debate about the best ways doctors can help patients lose weight.",2015-07-05,article,"In Health Law, a Boon for Diet Clinics",55986d277988102a141559e9,Business,"The Affordable Care Act requires insurers to pay for nutrition and obesity screening, and some doctors see a new business opportunity.",Business Day,,"In Health Law, a Boon for Diet Clinics The Affordable Care Act requires insurers to pay for nutrition and obesity screening, and some doctors see a new business opportunity. Provision in Affordable Care Act requiring health insurers to pay for nutrition and obesity screening has been boon to for-profit diet clinics that are overseen by doctors, leading to estimates that medical weight-loss programs will grow about 5 percent per year through 2019; possibility of massive growth in industry has focused attention on intense debate about the best ways doctors can help patients lose weight.",News
19,,2015-06-26,article, The Supreme Court’s Ruling on the Health Law,558c64547988104b6ef0564d,Letters,"Readers express surprise, gratitude and relief but also annoyance.",Opinion,," The Supreme Court’s Ruling on the Health Law Readers express surprise, gratitude and relief but also annoyance.  ",Letter
20,,2015-06-25,multimedia,Obama on Health Care Subsidies Ruling,558c27677988104b6ef05574,U.S. / Politics,"The president spoke on Thursday after the Supreme Court ruled that the health care law may provide nationwide tax subsidies, saying, “Today is a victory for hard-working Americans.”",U.S.,Politics,"Obama on Health Care Subsidies Ruling The president spoke on Thursday after the Supreme Court ruled that the health care law may provide nationwide tax subsidies, saying, “Today is a victory for hard-working Americans.”  ",Video
21,"Fallout from the housing crash continues to affect old and young, renters and buyers.",2015-07-01,blogpost,"On Housing, Signs of Health and Signs of Harm",5594003e79881079aa4b5601,OpEd,,false,false,"On Housing, Signs of Health and Signs of Harm   Fallout from the housing crash continues to affect old and young, renters and buyers.",Blog
22,,2015-06-25,multimedia,Washington Reacts to Health Care Ruling,558cc3c27988104b6ef05760,U.S. / Politics,"Democrats tell their Republican colleagues to stop resisting the Affordable Care Act, and Republicans pledge to continue fighting.",U.S.,Politics,"Washington Reacts to Health Care Ruling Democrats tell their Republican colleagues to stop resisting the Affordable Care Act, and Republicans pledge to continue fighting.  ",Video
23,"Several lawmakers and faith groups are suing federal government over health care law; lawmakers contend that Obama administration is spending billions of dollars without necessary appropriations from Congress, and faith groups challenge law's rule on providing contraceptives.",2015-06-27,article,Legal Challenges Remain for Health Law ,558deec379881073efa43cba,National,"Lawsuits from House Republicans, who say the law spends billions of dollars without the necessary appropriations from Congress, and faith groups challenge the law’s rule on providing contraceptives.",U.S.,,"Legal Challenges Remain for Health Law  Lawsuits from House Republicans, who say the law spends billions of dollars without the necessary appropriations from Congress, and faith groups challenge the law’s rule on providing contraceptives. Several lawmakers and faith groups are suing federal government over health care law; lawmakers contend that Obama administration is spending billions of dollars without necessary appropriations from Congress, and faith groups challenge law's rule on providing contraceptives.",News
24,Editorial warns that Supreme Court's favorable decision on federal subsidies contained within health care law will not end Republican efforts to dismantle it; points to bills Republicans have passed that attack various aspects of law; underscores importance of electing lawmakers who support law in 2016.,2015-06-28,article,The Fight for Health Care Isn’t Over,558eebb37988101a68304387,Editorial,It is imperative that in 2016 voters elect people to Congress who will support health care reform.,Opinion,Sunday Review,The Fight for Health Care Isn’t Over It is imperative that in 2016 voters elect people to Congress who will support health care reform. Editorial warns that Supreme Court's favorable decision on federal subsidies contained within health care law will not end Republican efforts to dismantle it; points to bills Republicans have passed that attack various aspects of law; underscores importance of electing lawmakers who support law in 2016.,Editorial
25,"Study in journal The Lancet raises hope low cost vaccine can be used to control cholera, disease responsible for 91,000 deaths across globe every year; research indicates vaccine, Shanchol, is effective at preventing disease over 50 percent of time, opening door to routinely distributing it to people living in susceptible areas or situations. ",2015-07-09,article,Promise Is Seen in an Inexpensive Cholera Vaccine,559da72579881032d5272e96,Foreign,"The vaccine appears to work so well that it can protect entire communities and perhaps head off devastating epidemics, researchers found.",Health,,"Promise Is Seen in an Inexpensive Cholera Vaccine The vaccine appears to work so well that it can protect entire communities and perhaps head off devastating epidemics, researchers found. Study in journal The Lancet raises hope low cost vaccine can be used to control cholera, disease responsible for 91,000 deaths across globe every year; research indicates vaccine, Shanchol, is effective at preventing disease over 50 percent of time, opening door to routinely distributing it to people living in susceptible areas or situations. ",News
26,Matt Flegenheimer describes a day spent tagging along with New York City’s director of pest control as he reported recently on Mayor Bill de Blasio’s plan to rid the city of rats.,2015-06-25,blogpost,Think Like a Rat: Inside the Mayor&#8217;s Plan for Rodent Eradication,558c3c637988104b6ef055cc,,,false,false,Think Like a Rat: Inside the Mayor&#8217;s Plan for Rodent Eradication   Matt Flegenheimer describes a day spent tagging along with New York City’s director of pest control as he reported recently on Mayor Bill de Blasio’s plan to rid the city of rats.,Blog
27,A photographer spent three years documenting the mentally ill to show how — apart from times of crisis — their lives were much the same as other people’s.,2015-07-09,blogpost,Living With Mental Illness,559e655c79881032d5273056,,,Multimedia,,Living With Mental Illness   A photographer spent three years documenting the mentally ill to show how — apart from times of crisis — their lives were much the same as other people’s.,Blog
28,,2015-07-04,article,Tarred by Tobacco,55968e737988105cd0859eac,Editorial,The U.S. Chamber of Commerce has opposed anti-smoking measures abroad. Its members should be ashamed.,Opinion,,Tarred by Tobacco The U.S. Chamber of Commerce has opposed anti-smoking measures abroad. Its members should be ashamed.  ,Editorial
29,,2015-06-26,article,What It Takes to Become a Doctor,558d5f497988104b6ef058fa,Letters,A professor of medical education at Mount Sinai and a medical student respond to an editorial.,Opinion,,What It Takes to Become a Doctor A professor of medical education at Mount Sinai and a medical student respond to an editorial.  ,Letter
30,"A new study traces a rapid increase in the illness also known as pertussis to asymptomatic transmission, driven by a change in vaccines.",2015-06-29,blogpost,Symptom-Free Carriers May Be Spreading Whooping Cough,55918f0b798810525124d14c,Science,,false,false,"Symptom-Free Carriers May Be Spreading Whooping Cough   A new study traces a rapid increase in the illness also known as pertussis to asymptomatic transmission, driven by a change in vaccines.",Blog
31,,2015-06-25,article,Reaction to the Supreme Court's Health Care Decision,558c47347988104b6ef055fa,None,Reaction to the Supreme Court's decision Thursday upholding tax subsidies in President Barack Obama's health care law:,U.S.,,Reaction to the Supreme Court's Health Care Decision Reaction to the Supreme Court's decision Thursday upholding tax subsidies in President Barack Obama's health care law:  ,News
32,,2015-06-28,article,Time to Change the Subject in America's Health Care Debate?,558fe7d77988101a683044bd,None,"Now that the Supreme Court has upheld President Barack Obama's law yet again, the country finally has an opportunity to change the subject on health care.",U.S.,Politics,"Time to Change the Subject in America's Health Care Debate? Now that the Supreme Court has upheld President Barack Obama's law yet again, the country finally has an opportunity to change the subject on health care.  ",News
33,,2015-06-26,article,Obama and Roberts Legacies Intertwined in Health Care Law,558cfd107988104b6ef057ca,None,"The chief justice who once mangled President Barack Obama's oath of office has once again helped rescue the president's signature achievement, his health care law.",U.S.,Politics,"Obama and Roberts Legacies Intertwined in Health Care Law The chief justice who once mangled President Barack Obama's oath of office has once again helped rescue the president's signature achievement, his health care law.  ",News
34,,2015-06-26,article,A Turning Point for Health Care — and Its G.O.P. Opponents,558c90f27988104b6ef056e6,OpEd,"With the Supreme Court’s decision upholding Obamacare, Republicans avoid a no-win situation.",Opinion,,"A Turning Point for Health Care — and Its G.O.P. Opponents With the Supreme Court’s decision upholding Obamacare, Republicans avoid a no-win situation.  ",Op-Ed
35,,2015-07-02,article,Job Growth Expands in Professional Services and Health Care,559585c07988105cd0859bbe,None,"Depending on the sector, June was either a great month for job growth or a lackluster one.",U.S.,Politics,"Job Growth Expands in Professional Services and Health Care Depending on the sector, June was either a great month for job growth or a lackluster one.  ",News
36,,2015-06-26,article,Other Legal Challenges to Health Overhaul Remain,558d015b7988104b6ef057d4,None,"If you thought the legal fight over the health care overhaul was finally over, think again. At least four issues related to the Affordable Care Act still are being sorted out in the courts, although none seems to pose the same threat to the law as the challenge to nationwide subsidies that the court rejected on Thursday, or the constitutional case that the justices decided in favor of the law in 2012.",U.S.,Politics,"Other Legal Challenges to Health Overhaul Remain If you thought the legal fight over the health care overhaul was finally over, think again. At least four issues related to the Affordable Care Act still are being sorted out in the courts, although none seems to pose the same threat to the law as the challenge to nationwide subsidies that the court rejected on Thursday, or the constitutional case that the justices decided in favor of the law in 2012.  ",News
37,"The Republicans’ possible choices after the Supreme Court ruling: Try to do something modest that could overcome a presidential veto, or press forward with a true replacement for the Affordable Care Act.",2015-06-25,blogpost,Republicans in Congress Ponder Next Move on Health Care,558c32127988104b6ef055a3,Politics,,false,false,"Republicans in Congress Ponder Next Move on Health Care   The Republicans’ possible choices after the Supreme Court ruling: Try to do something modest that could overcome a presidential veto, or press forward with a true replacement for the Affordable Care Act.",Blog
38,,2015-06-25,article,"Conservatives to the Rescue: Obama's Health Care, Trade Wins",558bac5279881022f978887c,None,"Cracking the often-lamented partisanship of Washington, a Republican-led Congress and a conservative Supreme Court chief justice delivered back-to-back victories for President Barack Obama's ambitious trade and health care initiatives.",U.S.,Politics,"Conservatives to the Rescue: Obama's Health Care, Trade Wins Cracking the often-lamented partisanship of Washington, a Republican-led Congress and a conservative Supreme Court chief justice delivered back-to-back victories for President Barack Obama's ambitious trade and health care initiatives.  ",News
39,,2015-06-25,article,Other Legal Challenges to Health Overhaul Remain,558c1fc279881022f9788a38,None,"If you thought the legal fight over the health care overhaul was finally over, think again. At least four issues related to the Affordable Care Act still are being sorted out in the courts, although none seems to pose the same threat to the law as the challenge to nationwide subsidies that the court rejected on Thursday, or the constitutional case that the justices decided in favor of the law in 2012.",U.S.,Politics,"Other Legal Challenges to Health Overhaul Remain If you thought the legal fight over the health care overhaul was finally over, think again. At least four issues related to the Affordable Care Act still are being sorted out in the courts, although none seems to pose the same threat to the law as the challenge to nationwide subsidies that the court rejected on Thursday, or the constitutional case that the justices decided in favor of the law in 2012.  ",News
40,Rick Perry and Marco Rubio were among the first Republican presidential candidates to react to the Supreme Court’s ruling to uphold Affordable Care Act subsidies.,2015-06-25,blogpost,Republicans Cite Health Care Ruling in Pushing Candidacies,558c177779881022f9788a07,Politics,,false,false,Republicans Cite Health Care Ruling in Pushing Candidacies   Rick Perry and Marco Rubio were among the first Republican presidential candidates to react to the Supreme Court’s ruling to uphold Affordable Care Act subsidies.,Blog
41,,2015-07-01,article,Health Net and BP Are Big Market Movers,55944d857988102ce46b85c6,None,Stocks that moved substantially or traded heavily Thursday on the New York Stock Exchange and the Nasdaq Stock Market:,Business Day,,Health Net and BP Are Big Market Movers Stocks that moved substantially or traded heavily Thursday on the New York Stock Exchange and the Nasdaq Stock Market:  ,News
42,,2015-06-26,article,Excerpts From the Supreme Court's Health Care Ruling,558d009d7988104b6ef057d2,None,Excerpts from the majority opinion of Chief Justice John Roberts and a dissent written by Justice Antonin Scalia in the Supreme Court's 6-3 ruling Thursday that upheld the nationwide tax subsidies underpinning President Barack Obama's health care overhaul:,U.S.,,Excerpts From the Supreme Court's Health Care Ruling Excerpts from the majority opinion of Chief Justice John Roberts and a dissent written by Justice Antonin Scalia in the Supreme Court's 6-3 ruling Thursday that upheld the nationwide tax subsidies underpinning President Barack Obama's health care overhaul:  ,News
43,,2015-06-25,multimedia,Full Remarks: Obama on Health Care Ruling,558c31be7988104b6ef0559e,U.S.,President Obama spoke on Thursday about the Supreme Court’s decision allowing nationwide tax subsidies to help poor and middle-class people buy health insurance.,U.S.,,Full Remarks: Obama on Health Care Ruling President Obama spoke on Thursday about the Supreme Court’s decision allowing nationwide tax subsidies to help poor and middle-class people buy health insurance.  ,Video
44,,2015-06-25,article,"Wall Street Ends Lower, but Health Stocks Rally",558be80d79881022f978892e,None,"U.S. stocks ended a quiet session with modest losses on Thursday, but healthcare stocks rallied after the U.S. Supreme Court upheld tax subsidies key to President Barack Obama's signature healthcare reform law.",Business Day,,"Wall Street Ends Lower, but Health Stocks Rally U.S. stocks ended a quiet session with modest losses on Thursday, but healthcare stocks rallied after the U.S. Supreme Court upheld tax subsidies key to President Barack Obama's signature healthcare reform law.  ",News
45,,2015-07-03,article,Aetna to Buy Humana as Health Insurer Landscape Shifts,55965fa77988105cd0859e21,None,Aetna aims to spend about $35 billion to buy rival Humana and become the latest health insurer bulking up on government business as the industry adjusts to the federal health care overhaul.,U.S.,,Aetna to Buy Humana as Health Insurer Landscape Shifts Aetna aims to spend about $35 billion to buy rival Humana and become the latest health insurer bulking up on government business as the industry adjusts to the federal health care overhaul.  ,News
46,,2015-07-01,article,Poll: Approval for Supreme Court Health Care Decision,559451e07988102ce46b85d5,None,A new poll finds that most Americans approve of the recent Supreme Court decision preserving the health care law's subsidized insurance premiums for people in all 50 states.,U.S.,Politics,Poll: Approval for Supreme Court Health Care Decision A new poll finds that most Americans approve of the recent Supreme Court decision preserving the health care law's subsidized insurance premiums for people in all 50 states.  ,News
47,,2015-07-01,article,Obama: 'Feeling Pretty Good' About Health Care,5593954979881079aa4b5466,None,"Fresh off a Supreme Court victory, President Barack Obama said Wednesday that he's ""feeling pretty good"" about the state of his health care law and pleaded for bipartisan cooperation on ways to make it work even better.",U.S.,Politics,"Obama: 'Feeling Pretty Good' About Health Care Fresh off a Supreme Court victory, President Barack Obama said Wednesday that he's ""feeling pretty good"" about the state of his health care law and pleaded for bipartisan cooperation on ways to make it work even better.  ",News
48,,2015-06-25,article,Excerpts From the Supreme Court's Health Care Ruling,558c48a07988104b6ef055fe,None,Excerpts from the majority opinion of Chief Justice John Roberts and a dissent written by Justice Antonin Scalia in the Supreme Court's 6-3 ruling Thursday that upheld the nationwide tax subsidies underpinning President Barack Obama's health care overhaul:,U.S.,,Excerpts From the Supreme Court's Health Care Ruling Excerpts from the majority opinion of Chief Justice John Roberts and a dissent written by Justice Antonin Scalia in the Supreme Court's 6-3 ruling Thursday that upheld the nationwide tax subsidies underpinning President Barack Obama's health care overhaul:  ,News
49,,2015-06-25,article,Text of President Obama's Remarks on Health Care Ruling,558c35727988104b6ef055af,None,Text of President Barack Obama's remarks about the Supreme Court ruling Thursday on subsidies in the health care law:,U.S.,,Text of President Obama's Remarks on Health Care Ruling Text of President Barack Obama's remarks about the Supreme Court ruling Thursday on subsidies in the health care law:  ,News
50,"Higher blood pressure in young adulthood increases the risk for coronary heart disease, a new study found.",2015-07-06,blogpost,Keeping Blood Pressure Low in Those Under 50,559a9c7f79881040bd95d929,Science,,false,false,"Keeping Blood Pressure Low in Those Under 50   Higher blood pressure in young adulthood increases the risk for coronary heart disease, a new study found.",Blog
51,Having Type 2 diabetes is associated with greater impairment of blood flow to the brain and a sharper decline in mental acuity.,2015-07-08,blogpost,Diabetes Takes a Toll on the Brain,559d820979881032d5272dff,Science,,false,false,Diabetes Takes a Toll on the Brain   Having Type 2 diabetes is associated with greater impairment of blood flow to the brain and a sharper decline in mental acuity.,Blog
52,Op-Ed article by Dariush Mozaffarian and David S Ludwig calls attention to fact that federal food policy makers are lagging behind scientific consensus on dangers of dietary fat; points to fact that federal dietary guidelines cling to outdated notion that total fat in diet should not exceed 30 percent of person's daily calories; calls on policy makers to heed changes made by 2015 Dietary Guidelines Advisory Committee.,2015-07-09,article,Why Is the Federal Government Afraid of Fat?,559e20a879881032d5272f8c,OpEd,"Despite a growing body of evidence in favor of fat in our diets, government policy continues to press against it.",Opinion,,"Why Is the Federal Government Afraid of Fat? Despite a growing body of evidence in favor of fat in our diets, government policy continues to press against it. Op-Ed article by Dariush Mozaffarian and David S Ludwig calls attention to fact that federal food policy makers are lagging behind scientific consensus on dangers of dietary fat; points to fact that federal dietary guidelines cling to outdated notion that total fat in diet should not exceed 30 percent of person's daily calories; calls on policy makers to heed changes made by 2015 Dietary Guidelines Advisory Committee.",Op-Ed
53,"Question of whether mergers of largest health insurers in country will benefit consumers in form of lower prices and more choices will ultimately be answered by whether smaller, regional insurers can effectively compete with behemoths; consumer advocates have worried that consolidation will have limited positive effect; marketplaces created by Affordable Care Act could help smaller insurers compete with larger for-profit companies.",2015-07-06,article,"With Merging of Insurers, Questions for Patients About Costs and Innovation",5599ca0479881040bd95d741,Business,"As insurers grow larger, the effect on consumers depends largely on how successfully other companies, particularly those created or attracted by the Affordable Care Act, can compete.",Business Day,,"With Merging of Insurers, Questions for Patients About Costs and Innovation As insurers grow larger, the effect on consumers depends largely on how successfully other companies, particularly those created or attracted by the Affordable Care Act, can compete. Question of whether mergers of largest health insurers in country will benefit consumers in form of lower prices and more choices will ultimately be answered by whether smaller, regional insurers can effectively compete with behemoths; consumer advocates have worried that consolidation will have limited positive effect; marketplaces created by Affordable Care Act could help smaller insurers compete with larger for-profit companies.",News
54,"Story of Renaissance RX laboratory, conducting research in personalized genetic medicine, offers window into burgeoning field of development and sales of genetic tests; Renaissance has come under scrutiny by Justice Dept regarding its billing and payment practices, and as similar labs and start-ups have cropped up, many have raised concerns about way they receive money from Medicare and also about their fiscal relationships with doctors.",2015-06-25,article,Pursuit of Cash Taints Promise of Gene Tests,558b272379881022f978874a,Business,"As labs and research start-ups grow, the federal government is scrutinizing their relationships with doctors, as well as their payment and billing practices.",Business Day,,"Pursuit of Cash Taints Promise of Gene Tests As labs and research start-ups grow, the federal government is scrutinizing their relationships with doctors, as well as their payment and billing practices. Story of Renaissance RX laboratory, conducting research in personalized genetic medicine, offers window into burgeoning field of development and sales of genetic tests; Renaissance has come under scrutiny by Justice Dept regarding its billing and payment practices, and as similar labs and start-ups have cropped up, many have raised concerns about way they receive money from Medicare and also about their fiscal relationships with doctors.",News
55,,2015-06-25,article,Obama Health Care Law Survives Second Supreme Court Fight,558c0cab79881022f97889d2,None,"The Supreme Court sent a clear message Thursday that President Barack Obama's health care overhaul is here to stay, rejecting a major challenge that would have imperiled the landmark law and health insurance for millions of Americans.",U.S.,Politics,"Obama Health Care Law Survives Second Supreme Court Fight The Supreme Court sent a clear message Thursday that President Barack Obama's health care overhaul is here to stay, rejecting a major challenge that would have imperiled the landmark law and health insurance for millions of Americans.  ",News
56,,2015-07-07,article,"After Coal, Can Better Health Save West Virginia?",559b5fa3798810641cbb8ba9,None,"With coal trains chugging past in the distance, Jack Perry watches as his wife, Margie, plants row upon row of Hungarian pepper seedlings in the community garden that residents of this West Virginia coal town call the ""Garden of Eatin'."" ",U.S.,,"After Coal, Can Better Health Save West Virginia? With coal trains chugging past in the distance, Jack Perry watches as his wife, Margie, plants row upon row of Hungarian pepper seedlings in the community garden that residents of this West Virginia coal town call the ""Garden of Eatin'.""   ",News
