,abstract,date,doctype,headline,id,news_desk,paragraph,section,subsection,text,type
10,"Experts warn that stimulant abuse has graduated from problem on college campuses to one that exists in work force, and interviews with dozens of people in variety of professions show that they and co-workers misuse such drugs to improve performance; drugs are prescribed for attention deficit hyperactivity disorder, and doctors warn that misuse can have lasting health consequences as well as risks of addiction and overdose.",2015-04-19,article,Workers Seeking Productivity in a Pill Are Abusing A.D.H.D. Drugs,5532fe4f7988101402f8c349,National,Interviews with users and treatment experts suggest a growing number of young American workers are taking stimulants to enhance concentration and stamina at work.,U.S.,,"Workers Seeking Productivity in a Pill Are Abusing A.D.H.D. Drugs Interviews with users and treatment experts suggest a growing number of young American workers are taking stimulants to enhance concentration and stamina at work. Experts warn that stimulant abuse has graduated from problem on college campuses to one that exists in work force, and interviews with dozens of people in variety of professions show that they and co-workers misuse such drugs to improve performance; drugs are prescribed for attention deficit hyperactivity disorder, and doctors warn that misuse can have lasting health consequences as well as risks of addiction and overdose.",News
11,"Julio Frenk, a former health minister in Mexico and Harvard University dean, is named next president of the University of Miami, to succeed Donna Shalala.",2015-04-14,article,Florida: Harvard Dean Chosen to Lead University of Miami,552c83d0798810155ad44c10,National,"Julio Frenk, a former health minister in Mexico and a dean who helped quadruple fund-raising at Harvard, was named the next president of the University of Miami.",U.S.,,"Florida: Harvard Dean Chosen to Lead University of Miami Julio Frenk, a former health minister in Mexico and a dean who helped quadruple fund-raising at Harvard, was named the next president of the University of Miami. Julio Frenk, a former health minister in Mexico and Harvard University dean, is named next president of the University of Miami, to succeed Donna Shalala.",Brief
12,"Readers solve the case of a 64-year-old woman who suddenly began to have episodes of rapid, erratic breathing.",2015-04-03,blogpost,Think Like a Doctor: Breathless Solved,551ef1ae798810384d4c9bea,Science,,false,false,"Think Like a Doctor: Breathless Solved   Readers solve the case of a 64-year-old woman who suddenly began to have episodes of rapid, erratic breathing.",Blog
13,"In “Natural Born Heroes,” author Christopher McDougall offers another epic tale that he hopes will encourage people to get out of the gym and start running, jumping, throwing and climbing outdoors.",2015-04-14,blogpost,Christopher McDougall Wants You to Go Outside,552c91d3798810155ad44c23,Science,,false,false,"Christopher McDougall Wants You to Go Outside   In “Natural Born Heroes,” author Christopher McDougall offers another epic tale that he hopes will encourage people to get out of the gym and start running, jumping, throwing and climbing outdoors.",Blog
14,"Conflict in eastern Ukraine has made it difficult for older residents to obtain medicine and care as effort by Kiev to isolate separatist-held regions has blocked pensions, closed banks and emptied drug store shelves; at issue is whether responsibility for paying for medical and other services lies with Russia or Ukraine.",2015-04-16,article,"In Rebel Territory of Ukraine, Older Residents Fight to Live",552e289b79881041e9d0b1f2,Foreign,"Measures taken to isolate the separatists have left drugstore shelves empty and older residents, in particular, deprived of basic care.",World,Europe,"In Rebel Territory of Ukraine, Older Residents Fight to Live Measures taken to isolate the separatists have left drugstore shelves empty and older residents, in particular, deprived of basic care. Conflict in eastern Ukraine has made it difficult for older residents to obtain medicine and care as effort by Kiev to isolate separatist-held regions has blocked pensions, closed banks and emptied drug store shelves; at issue is whether responsibility for paying for medical and other services lies with Russia or Ukraine.",News
15,,2015-04-11,article,When Women Are Too Thin,5527a8eb7988100ca6d4526a,Editorial,A worried French legislature launches an attack on the scourge of anorexia.,Opinion,,When Women Are Too Thin A worried French legislature launches an attack on the scourge of anorexia.  ,Editorial
16,"Compared with morning people, men who were night owls were significantly more likely to have diabetes, and women night owls were more than twice as likely to have metabolic syndrome.",2015-04-08,blogpost,Being a Night Owl May Be Bad for Your Health,55258f0b7988105cc7b517f2,Science,,false,false,"Being a Night Owl May Be Bad for Your Health   Compared with morning people, men who were night owls were significantly more likely to have diabetes, and women night owls were more than twice as likely to have metabolic syndrome.",Blog
17,,2015-04-17,article,California Health Officials Declare Measles Outbreak Over,55314cb579881067343c6f5f,None,"A measles outbreak in California that began in December at the Disneyland and California Adventure theme parks and highlighted the risk of unvaccinated people becoming infected and spreading the disease has ended with 131 cases, officials said on Friday.",U.S.,,"California Health Officials Declare Measles Outbreak Over A measles outbreak in California that began in December at the Disneyland and California Adventure theme parks and highlighted the risk of unvaccinated people becoming infected and spreading the disease has ended with 131 cases, officials said on Friday.  ",News
18,,2015-04-09,article,Worst VA Health Care Wait Times Are in the South,55262da77988105cc7b5197c,None,"The chronic delays plaguing the Veterans Affairs health system are concentrated in a fraction of its hospitals and clinics &#8212; many of them in the South &#8212; that have done far worse than others in delivering prompt care, according to government data reviewed by The Associated Press.",U.S.,,"Worst VA Health Care Wait Times Are in the South The chronic delays plaguing the Veterans Affairs health system are concentrated in a fraction of its hospitals and clinics &#8212; many of them in the South &#8212; that have done far worse than others in delivering prompt care, according to government data reviewed by The Associated Press.  ",News
19,,2015-04-19,article,"For Next President, a Way Out of the Health Care Fights?",55338f087988101402f8c419,None,"Republican or Democrat, the next president will have the chance to remake the nation's health care overhaul without fighting Congress.",U.S.,Politics,"For Next President, a Way Out of the Health Care Fights? Republican or Democrat, the next president will have the chance to remake the nation's health care overhaul without fighting Congress.  ",News
20,,2015-04-12,article,M.L.B. Teams Nurture Players&#8217; Mental Health,552997fb7988105c09d4792c,Sports,Specialized coaches deal with what goes on in an athlete’s head as a stigma disappears.,Sports,Baseball,M.L.B. Teams Nurture Players&#8217; Mental Health Specialized coaches deal with what goes on in an athlete’s head as a stigma disappears.  ,News
21,,2015-04-15,article,Theater Shooting Jury Asked About Mental Health,552e11d479881041e9d0b190,None,Prospective jurors in the Colorado theater shooting case were asked in a 75-question survey about whether they had experienced mental illness and their views on the death penalty.,U.S.,,Theater Shooting Jury Asked About Mental Health Prospective jurors in the Colorado theater shooting case were asked in a 75-question survey about whether they had experienced mental illness and their views on the death penalty.  ,News
22,,2015-04-09,article,Worst VA Health Care Wait Times Are in the South,55262f0f7988105cc7b5197d,None,"The chronic delays plaguing the Veterans Affairs health system are concentrated in a fraction of its hospitals and clinics &#8212; many of them in the South &#8212; that have done far worse than others in delivering prompt care, according to government data reviewed by The Associated Press.",U.S.,,"Worst VA Health Care Wait Times Are in the South The chronic delays plaguing the Veterans Affairs health system are concentrated in a fraction of its hospitals and clinics &#8212; many of them in the South &#8212; that have done far worse than others in delivering prompt care, according to government data reviewed by The Associated Press.  ",News
23,,2015-04-03,article,Study: NYC Health Workers' Ethics Are Compromised in Jails,551e931879881008e3994f0a,None,"New York City jail health workers say their medical ethics are often compromised by the demands of treating patients who are also prisoners, such as when they witness guards' use of force or are asked to approve stints in solitary confinement, according to a first-of-its-kind city study.",N.Y. / Region,,"Study: NYC Health Workers' Ethics Are Compromised in Jails New York City jail health workers say their medical ethics are often compromised by the demands of treating patients who are also prisoners, such as when they witness guards' use of force or are asked to approve stints in solitary confinement, according to a first-of-its-kind city study.  ",News
24,,2015-04-12,article,"Saudi King Relieves Health Minister, Second in a Month",552a01e87988105c09d479da,None,"Saudi Arabia's King Salman has relieved Health Minister Ahmed al-Khatib of his post, removing a second minister handling social welfare issues in the space of a month as he reshapes the cabinet soon after coming to the throne.",World,Middle East,"Saudi King Relieves Health Minister, Second in a Month Saudi Arabia's King Salman has relieved Health Minister Ahmed al-Khatib of his post, removing a second minister handling social welfare issues in the space of a month as he reshapes the cabinet soon after coming to the throne.  ",News
25,Test your knowledge of this week’s health news.,2015-04-17,blogpost,"The Weekly Health Quiz: Exercise, Women and the Love of Dogs",553122df7988102e3082b113,Science,,false,false,"The Weekly Health Quiz: Exercise, Women and the Love of Dogs   Test your knowledge of this week’s health news.",Blog
26,,2015-04-14,article,Correction: Airline Seat Health Risk Story,552d30ef798810155ad44de9,None,"In a story April 14 about airline seats, The Associated Press reported erroneously on how the government tracks the percent of airline seats sold. The figure does include seats obtained through frequent flier miles.",U.S.,Politics,"Correction: Airline Seat Health Risk Story In a story April 14 about airline seats, The Associated Press reported erroneously on how the government tracks the percent of airline seats sold. The figure does include seats obtained through frequent flier miles.  ",News
27,,2015-04-07,article,Obama Says Climate Change Is Harming Americans' Health,552385f379881007fa2a3d92,None,"Global warming isn't just affecting the weather, it's harming Americans' health, President Barack Obama said Tuesday as he announced steps government and businesses will take to better understand and deal with the problem.",U.S.,Politics,"Obama Says Climate Change Is Harming Americans' Health Global warming isn't just affecting the weather, it's harming Americans' health, President Barack Obama said Tuesday as he announced steps government and businesses will take to better understand and deal with the problem.  ",News
28,,2015-04-17,multimedia,Key Moments in Pilot’s Mental Health History,5531a70479881067343c708a,World / Europe,"The Germanwings co-pilot Andreas Lubitz received certifications allowing him to fly, even though he had exhibited suicidal tendencies and was treated by psychotherapists.",World,Europe,"Key Moments in Pilot’s Mental Health History The Germanwings co-pilot Andreas Lubitz received certifications allowing him to fly, even though he had exhibited suicidal tendencies and was treated by psychotherapists.  ",Interactive Feature
29,"The business unit will partner with companies including Apple, Medtronic and Johnson & Johnson, offering IBM’s Watson technology as a cloud-based tool at many levels of the health care industry.",2015-04-13,blogpost,IBM Creates Watson Health to Analyze Medical Data,552c3e63798810155ad44b73,Business,,Technology,,"IBM Creates Watson Health to Analyze Medical Data   The business unit will partner with companies including Apple, Medtronic and Johnson & Johnson, offering IBM’s Watson technology as a cloud-based tool at many levels of the health care industry.",Blog
30,,2015-04-10,article,Baseball Offering More Mental Health Support to Players,5527decd7988100ca6d4531f,None,"For Cubs general manager Jed Hoyer, Josh Lifrak is just like hitting coach John Mallee or pitching coach Chris Bosio.",Sports,Baseball,"Baseball Offering More Mental Health Support to Players For Cubs general manager Jed Hoyer, Josh Lifrak is just like hitting coach John Mallee or pitching coach Chris Bosio.  ",News
31,,2015-04-11,article,Disability and Health Care: Calculating How Much a Life Is Worth,55286f0b79881039ac5efbe3,Letters,"A doctor, a lawyer and two professors discuss a calculation.",Opinion,,"Disability and Health Care: Calculating How Much a Life Is Worth A doctor, a lawyer and two professors discuss a calculation.  ",Letter
32,Data shows consumers are increasingly trading bigger choice of hospitals or doctors for health insurance plan that is substantially less expensive; almost half of plans offered in 2015 on public health care exchanges strictly limit medical providers whose services are covered.,2015-04-14,article,Health Insurance Shoppers Look to Limited Networks to Save Money,552c5051798810155ad44ba0,Business,"Consumers seem increasingly comfortable with narrow lists of hospitals or doctors, if it gets them a cheaper plan.",Business Day,,"Health Insurance Shoppers Look to Limited Networks to Save Money Consumers seem increasingly comfortable with narrow lists of hospitals or doctors, if it gets them a cheaper plan. Data shows consumers are increasingly trading bigger choice of hospitals or doctors for health insurance plan that is substantially less expensive; almost half of plans offered in 2015 on public health care exchanges strictly limit medical providers whose services are covered.",News
33,"Exchange-traded funds have benefited so far in 2015 from health care companies, which have gained some 7 percent in otherwise flat quarter; analysts attribute sector's resurgence to drop-off in patent expirations, stabilized earnings and increasing confidence in biotech.",2015-04-12,article,Health Care Has Been This Quarter’s Elixir for Stock Funds,5528f83a79881039ac5efcd7,SundayBusiness,The sector’s resurgence has been attributed to the stabilization of earnings in big pharmaceutical companies and a shift in perceptions of biotech.,Business Day,Mutual Funds,"Health Care Has Been This Quarter’s Elixir for Stock Funds The sector’s resurgence has been attributed to the stabilization of earnings in big pharmaceutical companies and a shift in perceptions of biotech. Exchange-traded funds have benefited so far in 2015 from health care companies, which have gained some 7 percent in otherwise flat quarter; analysts attribute sector's resurgence to drop-off in patent expirations, stabilized earnings and increasing confidence in biotech.",News
34,,2015-04-08,article,"Yes, We Were Warned About Ebola",5523b7cb79881007fa2a3e11,OpEd,Crucial evidence of the virus's presence in Liberia was overlooked.,Opinion,,"Yes, We Were Warned About Ebola Crucial evidence of the virus's presence in Liberia was overlooked.  ",Op-Ed
35,,2015-04-07,article,"Clic, clac, slurb : La misofonia los vuelve insoportables",55241f1b7988102f94b8c1e0,Universal,¿Masticar palomitas de maíz? ¿Mascar chicle? ¿Hacer crujir los nudillos? ¿Qué sonido es el que más nos saca de quicio?,Universal,América,"Clic, clac, slurb : La misofonia los vuelve insoportables ¿Masticar palomitas de maíz? ¿Mascar chicle? ¿Hacer crujir los nudillos? ¿Qué sonido es el que más nos saca de quicio?  ",News
36,"Cold Spring Harbor Laboratory, Long Island institution dedicated to cancer research, is partnering with North Shore-Long Island Jewish Health System in effort to bring in human research subjects for clinical trials; hospital system's large, diverse patient base will benefit approach to cancer treatment increasingly focused on individual genetics and cases.",2015-04-03,article,"Cold Spring Harbor Lab, Seeking Human Subjects, Teams Up With Hospital System",551d051a798810581d63ed26,Metro,"The lab, a pioneer in cancer research, is about to embark on a new collaboration between pure science and clinical science with North Shore-Long Island Jewish Health System.",N.Y. / Region,,"Cold Spring Harbor Lab, Seeking Human Subjects, Teams Up With Hospital System The lab, a pioneer in cancer research, is about to embark on a new collaboration between pure science and clinical science with North Shore-Long Island Jewish Health System. Cold Spring Harbor Laboratory, Long Island institution dedicated to cancer research, is partnering with North Shore-Long Island Jewish Health System in effort to bring in human research subjects for clinical trials; hospital system's large, diverse patient base will benefit approach to cancer treatment increasingly focused on individual genetics and cases.",News
37,"Paula Span The New Old Age column; growing number of health care coordinators, known variously as case managers, care managers, patient navigators and other names, are working with elderly patients and their families; situation leaves some health care workers struggling to determine boundaries between their role and that of coordinator.",2015-04-14,article,The Tangle of Coordinated Health Care,552c129e798810155ad44ad8,Science,The growing number of coordinators and managers at various levels leaves questions about who is mainly in charge.,Health,,"The Tangle of Coordinated Health Care The growing number of coordinators and managers at various levels leaves questions about who is mainly in charge. Paula Span The New Old Age column; growing number of health care coordinators, known variously as case managers, care managers, patient navigators and other names, are working with elderly patients and their families; situation leaves some health care workers struggling to determine boundaries between their role and that of coordinator.",News
38,,2015-04-13,article,Former Mexican Health Minister Named University of Miami President,552bfb70798810155ad44a90,None,"Julio Frenk, former minister of public health in Mexico and current dean of Harvard's School of Public Health, was named president of the University of Miami on Monday.",World,Americas,"Former Mexican Health Minister Named University of Miami President Julio Frenk, former minister of public health in Mexico and current dean of Harvard's School of Public Health, was named president of the University of Miami on Monday.  ",News
39,,2015-04-11,article,Health Official: Over 100 Afghan Schoolchildren Fall Ill,552906e479881039ac5efcf8,None,"More than 100 students from the same school in Afghanistan's western Herat province have been hospitalized after falling ill, a health official said Saturday.",World,Asia Pacific,"Health Official: Over 100 Afghan Schoolchildren Fall Ill More than 100 students from the same school in Afghanistan's western Herat province have been hospitalized after falling ill, a health official said Saturday.  ",News
40,"Health apps could turn healthy people into self-monitoring neurotics, according to a new article in a leading medical journal.",2015-04-14,blogpost,Report Questions Whether Health Apps Benefit Healthy People,552d95bd79881041e9d0b061,Business,,Technology,,"Report Questions Whether Health Apps Benefit Healthy People   Health apps could turn healthy people into self-monitoring neurotics, according to a new article in a leading medical journal.",Blog
41,,2015-04-17,article,Gulf Health 5 Years After BP Spill: Resilient Yet Scarred,5531019b7988102e3082b091,None,"From above, five years after the BP well explosion, the Gulf of Mexico looks clean, green and whole again, teeming with life &#8212; a testament to the resilience of nature.",U.S.,,"Gulf Health 5 Years After BP Spill: Resilient Yet Scarred From above, five years after the BP well explosion, the Gulf of Mexico looks clean, green and whole again, teeming with life &#8212; a testament to the resilience of nature.  ",News
42,,2015-04-09,article,"Pele, in Chile, Says He Has Recovered After His Health Scare",5526e8c87988100ca6d45045,None,"Brazilian soccer legend Pele said Thursday that he has ""happily recovered"" from a recent health scare.",World,Americas,"Pele, in Chile, Says He Has Recovered After His Health Scare Brazilian soccer legend Pele said Thursday that he has ""happily recovered"" from a recent health scare.  ",News
43,"Nudge, a small start-up, has a solution to the problem of what to do with all the data collected by wearable gadgets and data trackers.",2015-04-15,blogpost,Nudge + Coach App Connects Health Data to a Real-Life Coach,552eb09b7988107a4d3c3d48,Business,,Technology,,"Nudge + Coach App Connects Health Data to a Real-Life Coach   Nudge, a small start-up, has a solution to the problem of what to do with all the data collected by wearable gadgets and data trackers.",Blog
44,,2015-04-10,article,"Missouri Health Care Navigator Law Pre-empted, Court Rules",552856a979881039ac5efbb0,None,An appeals court ruled Friday that Missouri can't limit health insurance navigators' ability to help people obtain insurance under President Barack Obama's health care law &#8212; a ruling that advocates say could have implications for other states that have instituted similar restrictions.,U.S.,,"Missouri Health Care Navigator Law Pre-empted, Court Rules An appeals court ruled Friday that Missouri can't limit health insurance navigators' ability to help people obtain insurance under President Barack Obama's health care law &#8212; a ruling that advocates say could have implications for other states that have instituted similar restrictions.  ",News
45,,2015-04-07,article,Mental Health Workers Say Australia Knew of Refugee Child Abuse,55237c1d79881007fa2a3d74,None,A group of psychiatrists and social workers formerly employed at an Australian offshore immigration detention center publicly accused the government on Tuesday of failing to act over systemic child sexual abuse at the controversial facility.,World,Asia Pacific,Mental Health Workers Say Australia Knew of Refugee Child Abuse A group of psychiatrists and social workers formerly employed at an Australian offshore immigration detention center publicly accused the government on Tuesday of failing to act over systemic child sexual abuse at the controversial facility.  ,News
46,,2015-04-03,article,Sailor Reported Missing at Sea for 66 Days in Good Health,551e180c79881008e3994de6,None,"Adrift on the ocean, the mast of his 35-foot sailboat torn away, Louis Jordan says he was able to survive more than two months at sea by catching rainwater in a bucket, scooping up fish that were attracted to the laundry he hung over the side, and fervently praying to God for help.",U.S.,,"Sailor Reported Missing at Sea for 66 Days in Good Health Adrift on the ocean, the mast of his 35-foot sailboat torn away, Louis Jordan says he was able to survive more than two months at sea by catching rainwater in a bucket, scooping up fish that were attracted to the laundry he hung over the side, and fervently praying to God for help.  ",News
47,,2015-04-14,article,French Lawmakers OK Health Care Bill Targeting Anorexia,552d36a1798810155ad44e06,None,"Too-thin models, too much drinking, sexy cigarette packs: France's parliament is cracking down on all of these in a sweeping bill designed to improve public health and trim public health costs &#8212; while tackling unhealthy stereotypes along the way.",World,Europe,"French Lawmakers OK Health Care Bill Targeting Anorexia Too-thin models, too much drinking, sexy cigarette packs: France's parliament is cracking down on all of these in a sweeping bill designed to improve public health and trim public health costs &#8212; while tackling unhealthy stereotypes along the way.  ",News
48,,2015-04-08,article,"Obama: Health Care Law an 8 Out of 10, Lawsuit a 'Last Gasp'",5524ff487988102f94b8c440,None,"President Barack Obama is giving his health care law an eight out of a 10, and calls a lawsuit hanging over it ""the last gasp"" from opponents.",U.S.,Politics,"Obama: Health Care Law an 8 Out of 10, Lawsuit a 'Last Gasp' President Barack Obama is giving his health care law an eight out of a 10, and calls a lawsuit hanging over it ""the last gasp"" from opponents.  ",News
49,,2015-04-06,article,Health Law Bumps Up Tax Refunds for Some; Others Take Hit,5522349d7988106ba68d5324,None,"As the April 15 tax deadline nears, people who got help paying for health insurance under President Barack Obama's law are seeing the direct effect on their refunds &#8212; hundreds of dollars, for better or worse.",U.S.,Politics,"Health Law Bumps Up Tax Refunds for Some; Others Take Hit As the April 15 tax deadline nears, people who got help paying for health insurance under President Barack Obama's law are seeing the direct effect on their refunds &#8212; hundreds of dollars, for better or worse.  ",News
50,,2015-04-04,article,Man Reported Missing at Sea for 66 Days Found in Good Health,551f7f69798810384d4c9cf0,None,A man rescued from a disabled sailboat 200 miles off the North Carolina coast says he survived for more than two months adrift at sea by catching fish and capturing rainwater in a bucket.,U.S.,,Man Reported Missing at Sea for 66 Days Found in Good Health A man rescued from a disabled sailboat 200 miles off the North Carolina coast says he survived for more than two months adrift at sea by catching fish and capturing rainwater in a bucket.  ,News
51,,2015-04-16,article,"Drug Strategy Agency Mixing Health, Safety Proposed in NYC",552fde977988102e3082acd6,None,A new drug policy agency would focus as much on health as on policing under a proposal a New York City lawmaker introduced Thursday to shift how the nation's biggest city approaches illegal drug use.,N.Y. / Region,,"Drug Strategy Agency Mixing Health, Safety Proposed in NYC A new drug policy agency would focus as much on health as on policing under a proposal a New York City lawmaker introduced Thursday to shift how the nation's biggest city approaches illegal drug use.  ",News
52,,2015-04-08,article,Stocks Edge Higher as Health Care Gains on Deal News,55258bf37988105cc7b517e3,None,U.S. stocks are closing slightly higher as health care stocks gained after the latest deal in the industry was announced.,U.S.,,Stocks Edge Higher as Health Care Gains on Deal News U.S. stocks are closing slightly higher as health care stocks gained after the latest deal in the industry was announced.  ,News
53,,2015-04-08,article,Liberia Names New Health Minister as It Seeks to Beat Ebola,55253b057988102f94b8c4fe,None,Liberian President Ellen Johnson Sirleaf has named new ministers for health and education as her government seeks to bring an end to the Ebola outbreak in the West African country and focus on reconstruction.,World,Africa,Liberia Names New Health Minister as It Seeks to Beat Ebola Liberian President Ellen Johnson Sirleaf has named new ministers for health and education as her government seeks to bring an end to the Ebola outbreak in the West African country and focus on reconstruction.  ,News
54,,2015-04-08,article,Stocks Edge Higher as Health Care Gains on Deal News,5524adbd7988102f94b8c37e,None,Deal news gave the stock market a lift Wednesday.,World,Asia Pacific,Stocks Edge Higher as Health Care Gains on Deal News Deal news gave the stock market a lift Wednesday.  ,News
55,How well do you know this week’s health news.,2015-04-03,blogpost,"The Weekly Health Quiz: Joni Mitchell, Fish Oil and Pain Relief",551eafaf79881008e3994f5f,Science,,false,false,"The Weekly Health Quiz: Joni Mitchell, Fish Oil and Pain Relief   How well do you know this week’s health news.",Blog
56,,2015-04-13,article,Survey: Nearly 9 in 10 US Adults Now Have Health Insurance,552b76a3798810756aa8f825,None,"Underlining a change across the nation, nearly 9 out of 10 adults now say they have health insurance, according to an extensive survey released Monday.",U.S.,Politics,"Survey: Nearly 9 in 10 US Adults Now Have Health Insurance Underlining a change across the nation, nearly 9 out of 10 adults now say they have health insurance, according to an extensive survey released Monday.  ",News
57,,2015-04-10,article,Health Clinic Settles First Transgender Bias Lawsuit by U.S. Agency,5528602379881039ac5efbc2,None,"A Florida health clinic has agreed to pay $150,000 to a transgender former employee who claimed she was fired because she transitioned to a woman, in the first case of its kind brought by the U.S. government.",U.S.,,"Health Clinic Settles First Transgender Bias Lawsuit by U.S. Agency A Florida health clinic has agreed to pay $150,000 to a transgender former employee who claimed she was fired because she transitioned to a woman, in the first case of its kind brought by the U.S. government.  ",News
58,,2015-04-05,article,Tax Refunds for Many Take Hit or Get Bump From Health Law,55211ee179881055560666e1,None,"As the April 15 tax deadline nears, people who got help paying for health insurance under President Barack Obama's law are seeing the direct effect on their refunds &#8212; hundreds of dollars, for better or worse.",U.S.,Politics,"Tax Refunds for Many Take Hit or Get Bump From Health Law As the April 15 tax deadline nears, people who got help paying for health insurance under President Barack Obama's law are seeing the direct effect on their refunds &#8212; hundreds of dollars, for better or worse.  ",News
