,abstract,date,doctype,headline,id,news_desk,paragraph,section,subsection,text,type
15,"Corizon, for-profit heath care company that has been accused of neglecting and improperly treating inmates at Rikers Island jail complex, will reportedly lose its contract with New York City.",2015-06-02,article,Rikers Island Health Care Provider May Lose Deal With New York,556ce8777988103a0e6f2e53,Metro,"Corizon, a for-profit company, has been accused by state investigators of neglecting and improperly treating inmates at the jail complex, a dozen of whom have died.",N.Y. / Region,,"Rikers Island Health Care Provider May Lose Deal With New York Corizon, a for-profit company, has been accused by state investigators of neglecting and improperly treating inmates at the jail complex, a dozen of whom have died. Corizon, for-profit heath care company that has been accused of neglecting and improperly treating inmates at Rikers Island jail complex, will reportedly lose its contract with New York City.",News
16,"Editorial welcomes major federal study finding that people infected with HIV should get treatment as soon as possible, regardless of how they feel; suggests study poses moral question of whether organizations around world can find will to protect millions who would benefit from this information; urges World Health Organization to recommend treatment for all infected people in updated treatment guidelines.",2015-05-31,article,Treating H.I.V. Patients Before They Get Sick,556a0d1779881001e959294c,Editorial,Putting people on antiretroviral drugs as soon as H.I.V. is detected can prolong lives. Do the will and resources exist to do so globally?,Opinion,Sunday Review,"Treating H.I.V. Patients Before They Get Sick Putting people on antiretroviral drugs as soon as H.I.V. is detected can prolong lives. Do the will and resources exist to do so globally? Editorial welcomes major federal study finding that people infected with HIV should get treatment as soon as possible, regardless of how they feel; suggests study poses moral question of whether organizations around world can find will to protect millions who would benefit from this information; urges World Health Organization to recommend treatment for all infected people in updated treatment guidelines.",Editorial
17,"Study published in British medical journal The Lancet reports sharp rise in global rate of Type 2 diabetes, which is related to obesity and has historically been prevalent in wealthy countries; study highlights major shift in deaths in developing world, away from communicable diseases and toward chronic illnesses like cancer and diabetes.",2015-06-08,article,Global Diabetes Rates Are Rising as Obesity Spreads ,557513847988104323debd22,Foreign,"The prevalence of diabetes has been rising in rich countries for several decades, largely driven by increases in the rate of obesity. More recently, poorer countries have begun to follow the trend.",Health,,"Global Diabetes Rates Are Rising as Obesity Spreads  The prevalence of diabetes has been rising in rich countries for several decades, largely driven by increases in the rate of obesity. More recently, poorer countries have begun to follow the trend. Study published in British medical journal The Lancet reports sharp rise in global rate of Type 2 diabetes, which is related to obesity and has historically been prevalent in wealthy countries; study highlights major shift in deaths in developing world, away from communicable diseases and toward chronic illnesses like cancer and diabetes.",News
18,"Even low levels of air pollution may not be safe, a new study suggests.",2015-06-05,blogpost,Even Low-Level Air Pollution May Cause Harm,5571bd9c7988103be36e9bf3,Science,,false,false,"Even Low-Level Air Pollution May Cause Harm   Even low levels of air pollution may not be safe, a new study suggests.",Blog
19,"In a field with no one right answer, a doctor must deal with patients’ wanting a course of action that the doctor finds perplexing, if not wrong.",2015-06-08,blogpost,When the Influence of a Patient&#8217;s Former Doctor Lingers,5575d63379881065a6aa4283,Science,,false,false,"When the Influence of a Patient&#8217;s Former Doctor Lingers   In a field with no one right answer, a doctor must deal with patients’ wanting a course of action that the doctor finds perplexing, if not wrong.",Blog
20,"South Kensington Club has wellness at its core, and values niceness when considering potential members.",2015-06-01,blogpost,London&#8217;s Newest Private Club Will Always Be at Least 51% British,556cb3787988103a0e6f2daf,TStyle,,false,false,"London&#8217;s Newest Private Club Will Always Be at Least 51% British   South Kensington Club has wellness at its core, and values niceness when considering potential members.",Blog
21,,2015-05-28,article,Demi Lovato Is the Face of Mental Health in New Campaign,55678b5f7988102c02bd68ea,None,"When Demi Lovato was diagnosed with bipolar disorder, she was actually relieved.",U.S.,,"Demi Lovato Is the Face of Mental Health in New Campaign When Demi Lovato was diagnosed with bipolar disorder, she was actually relieved.  ",News
22,,2015-06-09,article,Health Officials to Monitor for Plague at Grand Canyon,5576e27079881065a6aa453c,None,Arizona health officials plan to start monthly monitoring of public areas along the South Rim of the Grand Canyon for plague.,U.S.,,Health Officials to Monitor for Plague at Grand Canyon Arizona health officials plan to start monthly monitoring of public areas along the South Rim of the Grand Canyon for plague.  ,News
23,,2015-06-08,article,"Portugal Reimburses IMF Early, Displays Financial Health",55756afd7988104323debddb,None,Portugal is showing off its relative financial health &#8212; and signaling it is different from Greece &#8212; by paying back another batch of international loans ahead of their due date.,World,Europe,"Portugal Reimburses IMF Early, Displays Financial Health Portugal is showing off its relative financial health &#8212; and signaling it is different from Greece &#8212; by paying back another batch of international loans ahead of their due date.  ",News
24,,2015-06-02,article,California Considers Health Coverage for Immigrant Kids,556dfa1c79881067f08c6e04,None,The California Senate on Tuesday approved legislation that would make the state the first in the nation to extend health coverage to children who are in the country illegally and seek federal authorization to sell private insurance to immigrants without documentation.,U.S.,,California Considers Health Coverage for Immigrant Kids The California Senate on Tuesday approved legislation that would make the state the first in the nation to extend health coverage to children who are in the country illegally and seek federal authorization to sell private insurance to immigrants without documentation.  ,News
25,,2015-05-27,article,Novartis Digs Into Health Tech With Bet on 'Robotic Pill',55657b1b7988104957d4bdf5,None,Swiss drugmaker Novartis is raising its bet on smart technology by collaborating with U.S. start-up Rani Therapeutics on a &#8220;robotic pill&#8221; for complex biotech drugs that would normally have to be given by injection. ,Technology,,Novartis Digs Into Health Tech With Bet on 'Robotic Pill' Swiss drugmaker Novartis is raising its bet on smart technology by collaborating with U.S. start-up Rani Therapeutics on a &#8220;robotic pill&#8221; for complex biotech drugs that would normally have to be given by injection.   ,News
26,,2015-05-26,article,Auschwitz Trial Session Canceled Due to Defendant's Health,55646e9a7988102842b84a47,None,"A German court has cancelled another session in the trial of a 93-year-old former Auschwitz death camp guard due to the former SS sergeant's poor health, and has scheduled new dates through the end of November to accommodate shorter hearings.",World,Europe,"Auschwitz Trial Session Canceled Due to Defendant's Health A German court has cancelled another session in the trial of a 93-year-old former Auschwitz death camp guard due to the former SS sergeant's poor health, and has scheduled new dates through the end of November to accommodate shorter hearings.  ",News
27,,2015-05-29,article,Report: Health Insurer Humana Considering a Sale,5568a6ad7988105dd5c8c47c,None,"Humana shares soared well beyond all-time high prices Friday afternoon on speculation that the company, one of the nation's biggest health insurers, might be up for sale.",Business Day,,"Report: Health Insurer Humana Considering a Sale Humana shares soared well beyond all-time high prices Friday afternoon on speculation that the company, one of the nation's biggest health insurers, might be up for sale.  ",News
28,,2015-06-08,article,Health Officials Tracing Path of Woman With Rare TB,5576234379881065a6aa437f,None,Health officials are trying to track down people who may have been in contact with a woman with a rare and deadly form of hard-to-treat tuberculosis.,Health,,Health Officials Tracing Path of Woman With Rare TB Health officials are trying to track down people who may have been in contact with a woman with a rare and deadly form of hard-to-treat tuberculosis.  ,News
29,,2015-06-05,article,Cardinal Health Paying $1.1B for Pharmaceutical Distributor,5571aa8b7988103be36e9ba7,None,Cardinal Health will spend about $1.12 billion to buy pharmaceutical distributor The Harvard Drug Group in a deal that aims to build its generic and over-the-counter drug businesses.,U.S.,,Cardinal Health Paying $1.1B for Pharmaceutical Distributor Cardinal Health will spend about $1.12 billion to buy pharmaceutical distributor The Harvard Drug Group in a deal that aims to build its generic and over-the-counter drug businesses.  ,News
30,"Obama administration reveals that around 13 percent of people who signed up for health insurance coverage under Affordable Care Act in 2015 have fallen off rolls, primarily because they failed to pay their premiums.",2015-06-03,article,"13% Left Health Care Rolls, U.S. Finds",556e52e879881067f08c6f20,National,"The Obama administration says that many people had failed to pay their share of premiums, leaving enrollment at 10.2 million people.",U.S.,,"13% Left Health Care Rolls, U.S. Finds The Obama administration says that many people had failed to pay their share of premiums, leaving enrollment at 10.2 million people. Obama administration reveals that around 13 percent of people who signed up for health insurance coverage under Affordable Care Act in 2015 have fallen off rolls, primarily because they failed to pay their premiums.",News
31,,2015-06-01,article,Human Subjects in Medical Research,556c07e379881019f18de55e,Letters,Eric W. Kaler of the University of Minnesota and others respond to an Op-Ed article.,Opinion,,Human Subjects in Medical Research Eric W. Kaler of the University of Minnesota and others respond to an Op-Ed article.  ,Letter
32,"Pres Obama expresses optimism that Supreme Court will uphold health care subsidies in federally run marketplaces under Affordable Care Act; says government will continue operating on assumption that law will stand, and warns that contrary reading would disrupt coverage for millions of Americans.",2015-06-09,article,Obama Is Optimistic Justices Will Let Health Care Law Stand,5575d07079881065a6aa4268,National,"At a news conference, President Obama discussed the Supreme Court’s ruling, set for this month, on a challenge to health care subsidies in federally run marketplaces.",U.S.,Politics,"Obama Is Optimistic Justices Will Let Health Care Law Stand At a news conference, President Obama discussed the Supreme Court’s ruling, set for this month, on a challenge to health care subsidies in federally run marketplaces. Pres Obama expresses optimism that Supreme Court will uphold health care subsidies in federally run marketplaces under Affordable Care Act; says government will continue operating on assumption that law will stand, and warns that contrary reading would disrupt coverage for millions of Americans.",News
33,Jan Hoffman writes about the heartbreak involved in reporting an article about rising anxiety among college students.,2015-05-28,blogpost,Anxiety on Campus: Reporter&#8217;s Notebook,556786947988102c02bd68d1,,,false,false,Anxiety on Campus: Reporter&#8217;s Notebook   Jan Hoffman writes about the heartbreak involved in reporting an article about rising anxiety among college students.,Blog
34,"A collection of all the science, math, health and technology lesson ideas that appeared on The Learning Network in the 2014-15 school year.",2015-05-29,blogpost,"Year-End Roundup, 2014-15 | Math, Science, Health and Technology",55684f6b7988102c02bd6aeb,,,U.S.,Education,"Year-End Roundup, 2014-15 | Math, Science, Health and Technology   A collection of all the science, math, health and technology lesson ideas that appeared on The Learning Network in the 2014-15 school year.",Blog
35,,2015-05-29,article,"Synergy Health, Steris to Contest U.S. FTC Decision to Block Deal",55680be47988102c02bd6a08,None,Sterilisation services provider Synergy Health Plc and U.S. medical tech company Steris Corp said they would contest the U.S. Federal Trade Commission's attempt to block Steris's acquisition of the British company.,Business Day,,"Synergy Health, Steris to Contest U.S. FTC Decision to Block Deal Sterilisation services provider Synergy Health Plc and U.S. medical tech company Steris Corp said they would contest the U.S. Federal Trade Commission's attempt to block Steris's acquisition of the British company.  ",News
36,,2015-06-05,article,"US Job Growth in May Was Fueled by Health Care, Hospitality",5571f2ed7988100484369f32,None,"If you want a job, take note. These sectors are on a hiring roll: Health care, business services and hospitality.",U.S.,Politics,"US Job Growth in May Was Fueled by Health Care, Hospitality If you want a job, take note. These sectors are on a hiring roll: Health care, business services and hospitality.  ",News
37,,2015-05-28,article,NIH: Major Study Finds Earlier HIV Treatment Improves Health,5566c3437988107955f19dc0,None,A major international study sought to settle how soon is best to start HIV treatment &#8212; and the advice is don't delay.,Health,,NIH: Major Study Finds Earlier HIV Treatment Improves Health A major international study sought to settle how soon is best to start HIV treatment &#8212; and the advice is don't delay.  ,News
38,,2015-05-25,article,'Ugly' Potential Fallout From Supreme Court Health Care Case,55630e427988100c29b20c58,None,A Supreme Court ruling due in late June could wipe out health insurance for millions of people covered by the president's health care law.,U.S.,Politics,'Ugly' Potential Fallout From Supreme Court Health Care Case A Supreme Court ruling due in late June could wipe out health insurance for millions of people covered by the president's health care law.  ,News
39,Ann Carrns Your Money Adviser column offers questions and answers about short-term health insurance; points out health experts warn consumers to be cautious about such plans.,2015-06-06,article,Short-Term Health Insurance Attracts Many Despite Drawbacks,5571b2267988103be36e9bb7,Business,"The plans offer primarily catastrophic coverage for major injuries and premiums are low, but benefits are limited.",Your Money,,"Short-Term Health Insurance Attracts Many Despite Drawbacks The plans offer primarily catastrophic coverage for major injuries and premiums are low, but benefits are limited. Ann Carrns Your Money Adviser column offers questions and answers about short-term health insurance; points out health experts warn consumers to be cautious about such plans.",News
40,,2015-06-04,article,House Conservatives Offer Plan to Replace Obama's Health Law,5570bc9c7988103be36e9959,None,"House conservatives offered their plan Thursday for repealing President Barack Obama's health care overhaul and replacing it with tax breaks and other changes. But they're divided over whether to replace that law's subsidies for lower-earning people should the Supreme Court annul them this month, underscoring potential problems ahead for the GOP.",U.S.,Politics,"House Conservatives Offer Plan to Replace Obama's Health Law House conservatives offered their plan Thursday for repealing President Barack Obama's health care overhaul and replacing it with tax breaks and other changes. But they're divided over whether to replace that law's subsidies for lower-earning people should the Supreme Court annul them this month, underscoring potential problems ahead for the GOP.  ",News
41,,2015-06-02,article,House Panel Votes to Repeal Health Law's Medical Device Tax,556dec0079881067f08c6dcc,None,A Republican-run House committee voted Tuesday to repeal a 2.3 percent tax on many medical devices that helps pay for President Barack Obama's health care overhaul.,U.S.,Politics,House Panel Votes to Repeal Health Law's Medical Device Tax A Republican-run House committee voted Tuesday to repeal a 2.3 percent tax on many medical devices that helps pay for President Barack Obama's health care overhaul.  ,News
42,,2015-05-26,article,Health Care Industry Has the Highest Level of Median CEO Pay,556449f67988102842b849db,None,"Here is a look at median CEO pay by industry last year, as calculated by executive compensation data firm Equilar and The Associated Press.",U.S.,,"Health Care Industry Has the Highest Level of Median CEO Pay Here is a look at median CEO pay by industry last year, as calculated by executive compensation data firm Equilar and The Associated Press.  ",News
43,,2015-05-30,article,Steris to Fight F.T.C. Move to Block Merger With Synergy Health,556833657988102c02bd6a91,Business,"The deal was one of the so-called tax inversions announced last year, in which an American company would reincorporate overseas to lower its tax rate.",Business Day,International Business,"Steris to Fight F.T.C. Move to Block Merger With Synergy Health The deal was one of the so-called tax inversions announced last year, in which an American company would reincorporate overseas to lower its tax rate.  ",News
44,,2015-06-01,article,Many Health Insurers Go Big With Initial 2016 Rate Requests,556cba267988103a0e6f2dc0,None,"Dozens of health insurers say higher-than-expected care costs and other expenses blindsided them this year, and they're going to have to hike premiums for individual policies well-beyond 10 percent for 2016.",U.S.,,"Many Health Insurers Go Big With Initial 2016 Rate Requests Dozens of health insurers say higher-than-expected care costs and other expenses blindsided them this year, and they're going to have to hike premiums for individual policies well-beyond 10 percent for 2016.  ",News
45,,2015-05-27,article,Health Law Court Case Winner Could Be Political Loser,5565fc9f7988107955f19b9a,None,The party that wins the impending Supreme Court decision on President Barack Obama's health care law could be the political loser.,U.S.,Politics,Health Law Court Case Winner Could Be Political Loser The party that wins the impending Supreme Court decision on President Barack Obama's health care law could be the political loser.  ,News
46,,2015-06-02,article,More Than 10M Enrolled This Year Under Obama's Health Law,556df74c79881067f08c6df5,None,"More than 10 million people have signed up for private health insurance this year under President Barack Obama's law, the administration said Tuesday. That puts the nation finally within reach of coverage for all, but it may not last.",U.S.,Politics,"More Than 10M Enrolled This Year Under Obama's Health Law More than 10 million people have signed up for private health insurance this year under President Barack Obama's law, the administration said Tuesday. That puts the nation finally within reach of coverage for all, but it may not last.  ",News
47,,2015-05-30,article,Several FIFA Suspects Want Bail on Health Grounds-TagesAnzeiger,5569bd087988105dd5c8c69c,None,"Several of the seven football officials arrested in Zurich on corruption charges in an investigation linked to FIFA are requesting bail on health grounds, Swiss newspaper TagesAnzeiger reported on Saturday.",Sports,Soccer,"Several FIFA Suspects Want Bail on Health Grounds-TagesAnzeiger Several of the seven football officials arrested in Zurich on corruption charges in an investigation linked to FIFA are requesting bail on health grounds, Swiss newspaper TagesAnzeiger reported on Saturday.  ",News
48,,2015-05-28,article,Administration Asks Judge to Toss House Health Care Suit,5566c1dc7988107955f19db2,None,"A skeptical federal judge grilled Obama administration lawyers Thursday over the House GOP's health care lawsuit, sounding unlikely to side with the president and dismiss the case.",U.S.,Politics,"Administration Asks Judge to Toss House Health Care Suit A skeptical federal judge grilled Obama administration lawyers Thursday over the House GOP's health care lawsuit, sounding unlikely to side with the president and dismiss the case.  ",News
49,,2015-06-02,article,Fund Managers Boost Bets on Health Care Even Amid High Prices,556d3ccc7988103a0e6f2eea,None,"Last July, when Federal Reserve Chair Janet Yellen spurred a sell-off in healthcare stocks by saying that valuations in shares of biotech companies looked ""stretched,"" portfolio manager Graham Tanaka saw an opportunity. ",Business Day,,"Fund Managers Boost Bets on Health Care Even Amid High Prices Last July, when Federal Reserve Chair Janet Yellen spurred a sell-off in healthcare stocks by saying that valuations in shares of biotech companies looked ""stretched,"" portfolio manager Graham Tanaka saw an opportunity.   ",News
50,,2015-05-30,article,Several FIFA Suspects Want Bail on Health Grounds: TagesAnzeiger,5569b0627988105dd5c8c68a,None,"Several of the seven soccer officials arrested in Zurich on corruption charges in an investigation linked to FIFA are requesting bail on health grounds, Swiss newspaper TagesAnzeiger reported on Saturday.",Sports,Soccer,"Several FIFA Suspects Want Bail on Health Grounds: TagesAnzeiger Several of the seven soccer officials arrested in Zurich on corruption charges in an investigation linked to FIFA are requesting bail on health grounds, Swiss newspaper TagesAnzeiger reported on Saturday.  ",News
51,,2015-05-25,article,Skimpy Insurance Seen by Democrats as Next Health Care Issue,5562d76e7988100c29b20c05,None,"A different health care issue has emerged for Democrats, in sync with the party's pitch to workers and middle-class voters ahead of next year's elections.",U.S.,Politics,"Skimpy Insurance Seen by Democrats as Next Health Care Issue A different health care issue has emerged for Democrats, in sync with the party's pitch to workers and middle-class voters ahead of next year's elections.  ",News
52,,2015-06-02,article,California Senate Votes to Let Undocumented Immigrants Buy Health Insurance,556dfd7679881067f08c6e0e,None,"The California Senate voted on Tuesday to allow unauthorized immigrants to buy health insurance on a state exchange created under the U.S. Affordable Care Act, a measure that would make the state the first to offer that kind of coverage.",U.S.,Politics,"California Senate Votes to Let Undocumented Immigrants Buy Health Insurance The California Senate voted on Tuesday to allow unauthorized immigrants to buy health insurance on a state exchange created under the U.S. Affordable Care Act, a measure that would make the state the first to offer that kind of coverage.  ",News
53,,2015-05-31,article,Several FIFA Suspects Want Bail on Health Grounds-TagesAnzeiger,556a88f279881001e95929ee,None,"Several of the seven football officials arrested in Zurich on corruption charges in an investigation linked to FIFA are requesting bail on health grounds, Swiss newspaper TagesAnzeiger reported on Saturday.",Sports,Soccer,"Several FIFA Suspects Want Bail on Health Grounds-TagesAnzeiger Several of the seven football officials arrested in Zurich on corruption charges in an investigation linked to FIFA are requesting bail on health grounds, Swiss newspaper TagesAnzeiger reported on Saturday.  ",News
54,,2015-06-09,article,Airline Industry Battles With Pilot Mental Health Options After Germanwings,5577355a798810054cfd0209,None,"Pilot screening and mental health measures aimed at preventing a recurrence of the Germanwings crash are rife with complications that will make them tough to implement, airline industry executives said this week.",World,Europe,"Airline Industry Battles With Pilot Mental Health Options After Germanwings Pilot screening and mental health measures aimed at preventing a recurrence of the Germanwings crash are rife with complications that will make them tough to implement, airline industry executives said this week.  ",News
55,,2015-06-02,article,Federal Report Critical of W. Virginia Mental Health System,556de5a379881067f08c6dab,None,"West Virginia's mental health system relies too much on facilities like psychiatric hospitals to treat children and should make changes such as expanding in-home services to comply with the Americans with Disabilities Act, federal authorities said.",U.S.,,"Federal Report Critical of W. Virginia Mental Health System West Virginia's mental health system relies too much on facilities like psychiatric hospitals to treat children and should make changes such as expanding in-home services to comply with the Americans with Disabilities Act, federal authorities said.  ",News
56,,2015-05-27,article,U.S. to Review Pilot Mental Health After Germanwings Crash,556604e97988107955f19bba,None,The U.S. Federal Aviation Administration on Wednesday announced that a joint government-industry group will review how the agency monitors the mental health of commercial pilots and will make recommendations within six months.,World,Europe,U.S. to Review Pilot Mental Health After Germanwings Crash The U.S. Federal Aviation Administration on Wednesday announced that a joint government-industry group will review how the agency monitors the mental health of commercial pilots and will make recommendations within six months.  ,News
