,abstract,date,doctype,headline,id,news_desk,paragraph,section,subsection,text,type
14,"The Upshot; federal government figures regarding premiums for health insurance plans on marketplace suggest price-sensitive consumers will need to switch to new health plans to find best prices; while switching is inconvenient and can result in lapses in coverage, it is very effective at lowering costs for consumers.",2015-10-29,article,Obamacare Shopping Is More Important Than Ever,5630d4f8798810310043c394,National,"Customers will probably have to switch plans (again) to find deals, and that may mean switching doctors.",The Upshot,,"Obamacare Shopping Is More Important Than Ever Customers will probably have to switch plans (again) to find deals, and that may mean switching doctors. The Upshot; federal government figures regarding premiums for health insurance plans on marketplace suggest price-sensitive consumers will need to switch to new health plans to find best prices; while switching is inconvenient and can result in lapses in coverage, it is very effective at lowering costs for consumers.",News
15,"Study in journal mBio finds children infected with HIV are far more likely than other children to die from malaria, raising possibility that they should be given anti-malarial medication protectively.",2015-09-29,article,Children With H.I.V. More Likely to Die of Malaria,5609851a7988106c63fa4177,Science,"The research, which looked at 3,000 Malawian children, partially resolves a question that has long puzzled H.I.V. specialists.",Health,,"Children With H.I.V. More Likely to Die of Malaria The research, which looked at 3,000 Malawian children, partially resolves a question that has long puzzled H.I.V. specialists. Study in journal mBio finds children infected with HIV are far more likely than other children to die from malaria, raising possibility that they should be given anti-malarial medication protectively.",News
16,Martha Rose Shulman Recipes for Health column offers recipe for okra and potato salad.,2015-09-30,article,Okra Helps Dress Up Potato Salad,560aad5f7988106c63fa44ab,Dining,Cooked okra’s tangy flavor and sturdy texture play beautifully against the nutty and soft potatoes.,Food,,Okra Helps Dress Up Potato Salad Cooked okra’s tangy flavor and sturdy texture play beautifully against the nutty and soft potatoes. Martha Rose Shulman Recipes for Health column offers recipe for okra and potato salad.,News
17,,2015-10-22,article,Why New Guidelines Probably Won’t Mean Fewer Mammograms ,562770447988105034cd9843,Upshot,"Many studies show that once physicians become conditioned to be more invasive, it’s hard for them to reverse course.",The Upshot,,"Why New Guidelines Probably Won’t Mean Fewer Mammograms  Many studies show that once physicians become conditioned to be more invasive, it’s hard for them to reverse course.  ",News
18,,2015-10-20,article,"To Reduce the Cost of Drugs, Look to Europe",5624cb2279881072a18d3b60,Upshot,"A system called reference pricing, used in several other countries, controls costs without harming innovation.",The Upshot,,"To Reduce the Cost of Drugs, Look to Europe A system called reference pricing, used in several other countries, controls costs without harming innovation.  ",News
19,"The Upshot; Republican presidential candidate Jeb Bush has come out in support of Affordable Care Act's provision to tax high-cost health plans, vowing to repeal act but to keep so-called Cadillac tax; many economists agree with tax as means of addressing costs hidden in health care system.",2015-10-14,article,Jeb Bush Has Found a Part of Obamacare to Love,561d4a5c79881071864ee226,Business,"He would keep a way to tax high-cost health plans, similar in spirit to the Cadillac tax, but voters may not be pleased.",The Upshot,,"Jeb Bush Has Found a Part of Obamacare to Love He would keep a way to tax high-cost health plans, similar in spirit to the Cadillac tax, but voters may not be pleased. The Upshot; Republican presidential candidate Jeb Bush has come out in support of Affordable Care Act's provision to tax high-cost health plans, vowing to repeal act but to keep so-called Cadillac tax; many economists agree with tax as means of addressing costs hidden in health care system.",News
20,Martha Rose Shulman Recipes for Health column offers recipe for garlic soup.,2015-09-23,article,Garlic Soup That’s in a Rush,55fc3d407988100e355b4396,Dining,"Based on a Provençal recipe, this meal requires a minimal number of staples and can be on the table in 30 minutes.",Food,,"Garlic Soup That’s in a Rush Based on a Provençal recipe, this meal requires a minimal number of staples and can be on the table in 30 minutes. Martha Rose Shulman Recipes for Health column offers recipe for garlic soup.",News
21,,2015-10-13,article,Are Fats Unhealthy? The Battle Over Dietary Guidelines,561b92ba7988101d11e0da0e,Upshot,"American nutritional guidelines are highly influential, so how reliable and scientific are they?",The Upshot,,"Are Fats Unhealthy? The Battle Over Dietary Guidelines American nutritional guidelines are highly influential, so how reliable and scientific are they?  ",News
22,Researchers are experimenting with increasing nutritive value of common condiments in effort to prevent malnutrition in developing countries.,2015-09-22,article,Condiments as Weapon Against Malnutrition,560047d0798810424749e13a,Science,Efforts to add iron to fish sauce in Vietnam and bouillon cubes in West Africa are examples of a new trend in fortification of food.,Health,,Condiments as Weapon Against Malnutrition Efforts to add iron to fish sauce in Vietnam and bouillon cubes in West Africa are examples of a new trend in fortification of food. Researchers are experimenting with increasing nutritive value of common condiments in effort to prevent malnutrition in developing countries.,News
23,,2015-10-09,article,Gun Deaths Are Mostly Suicides,56167aae798810667f8e3fc9,Upshot,"More than 60 percent of Americans who die from guns die by suicide, but that fact is often overlooked.",The Upshot,,"Gun Deaths Are Mostly Suicides More than 60 percent of Americans who die from guns die by suicide, but that fact is often overlooked.  ",News
24,,2015-11-01,article,So Will Processed Meat Give You Cancer?,56350f0e798810091694acf2,OpEd,"The newest announcement implies that all risks are equal, and they are not.",Sunday Review,,"So Will Processed Meat Give You Cancer? The newest announcement implies that all risks are equal, and they are not.  ",An Analysis; News Analysis
25,,2015-10-06,article,"The Cadillac Tax: Why Economists, but Few Others, Love It",5612896979881065968797c3,Upshot,"The tax is appealing to those who want to control health care spending, but not to those who have comprehensive, high-cost health insurance plans.",The Upshot,,"The Cadillac Tax: Why Economists, but Few Others, Love It The tax is appealing to those who want to control health care spending, but not to those who have comprehensive, high-cost health insurance plans.  ",News
26,Martha Rose Shulman Recipes for Health column shares recipe for mushroom and beet borscht.,2015-09-16,article,A Borscht for Vegetarians That’s Light and Comforting,55f2feb57988103a0f25c6dc,Dining,Combine beets and mushrooms for a broth with a heady flavor.,Food,,A Borscht for Vegetarians That’s Light and Comforting Combine beets and mushrooms for a broth with a heady flavor. Martha Rose Shulman Recipes for Health column shares recipe for mushroom and beet borscht.,News
27,"The Upshot; large number of studies suggest drinking tea has several potential health benefits, with few harms, but body of evidence needs some careful scientific examination.",2015-10-06,article,Health Benefits of Tea? Here’s What the Evidence Says,561255ed7988106596879727,Business,"It appears to be a reasonable addition to a healthful diet, with few harms and the possibility of benefits.",The Upshot,,"Health Benefits of Tea? Here’s What the Evidence Says It appears to be a reasonable addition to a healthful diet, with few harms and the possibility of benefits. The Upshot; large number of studies suggest drinking tea has several potential health benefits, with few harms, but body of evidence needs some careful scientific examination.",News
28,,2015-11-21,article,Ebola Cases in 3 Family Members Confirmed in Liberia,564f1eaa7988107601fbdabf,Foreign,"The first documented case is a 15-year-old boy, and it comes two months after the country was declared free of the virus for the second time.",World,Africa,"Ebola Cases in 3 Family Members Confirmed in Liberia The first documented case is a 15-year-old boy, and it comes two months after the country was declared free of the virus for the second time.  ",News
29,A research center in rural Bangladesh that formulated and tested oral rehydration solution to stop childhood diarrhea in the 1960s has saved millions of lives since by continuing to monitor public health.,2015-11-17,blogpost,"In Bangladesh, a Half-Century of Saving Lives With  Data",564ae5e9798810390173bd50,OpEd,,Opinion,,"In Bangladesh, a Half-Century of Saving Lives With  Data   A research center in rural Bangladesh that formulated and tested oral rehydration solution to stop childhood diarrhea in the 1960s has saved millions of lives since by continuing to monitor public health.",Blog
30,"National Center for Health Statistics reports that 11.6 percent of American women used  long-acting birth control methods, like intrauterine devices and implants, from 2011 to 2013; represents 6 percent increase in usage compared to years 2006 to 2010.",2015-11-10,article,Use of Long-Acting Birth Control Methods Surges Among U.S. Women,56417a1d7988101f9f667d02,National,"Methods like intrauterine devices and implants have nearly doubled in popularity among women using birth control in recent years, the federal government reported.",Health,,"Use of Long-Acting Birth Control Methods Surges Among U.S. Women Methods like intrauterine devices and implants have nearly doubled in popularity among women using birth control in recent years, the federal government reported. National Center for Health Statistics reports that 11.6 percent of American women used  long-acting birth control methods, like intrauterine devices and implants, from 2011 to 2013; represents 6 percent increase in usage compared to years 2006 to 2010.",News
31,"Op-Ed article by Elizabeth Alter assesses risks and rewards of new technologies that allow scientists to genetically alter species, such as technique being used by Harvard researcher in attempt to create mosquito immune to malaria; outlines steps that can be taken to limit amount of harm these technologies can have, and calls for public discussion about ethics of practice.",2015-11-10,article,The Risks of Assisting Evolution,5641a8f67988101f9f667d5f,OpEd,"Modifying genes can help species adapt, but could also destroy them.",Opinion,,"The Risks of Assisting Evolution Modifying genes can help species adapt, but could also destroy them. Op-Ed article by Elizabeth Alter assesses risks and rewards of new technologies that allow scientists to genetically alter species, such as technique being used by Harvard researcher in attempt to create mosquito immune to malaria; outlines steps that can be taken to limit amount of harm these technologies can have, and calls for public discussion about ethics of practice.",Op-Ed
32,"More than 400 children have died in measles outbreak in Katanga region of Democratic Republic of Congo; Doctors Without Borders officials discuss difficulties in providing vaccinations in poor and war-torn area, but despite hazards have vaccinated more than 300,000 children.",2015-09-15,article,Measles Outbreak in Democratic Republic of Congo Kills 400,55f707377988106e53a89d39,Science,"More than 23,000 people, mostly children, have been infected with the disease in the Katanga region of the country.",Health,,"Measles Outbreak in Democratic Republic of Congo Kills 400 More than 23,000 people, mostly children, have been infected with the disease in the Katanga region of the country. More than 400 children have died in measles outbreak in Katanga region of Democratic Republic of Congo; Doctors Without Borders officials discuss difficulties in providing vaccinations in poor and war-torn area, but despite hazards have vaccinated more than 300,000 children.",News
33,,2015-11-04,article,Obama Administration Plans Forum on High Drug Prices,5638d8877988106db4bd3a61,National,"The announcement of the event, to be held this month, comes amid reports of price manipulation in the pharmaceutical industry and polls indicating concern among voters.",U.S.,Politics,"Obama Administration Plans Forum on High Drug Prices The announcement of the event, to be held this month, comes amid reports of price manipulation in the pharmaceutical industry and polls indicating concern among voters.  ",News
34,,2015-09-29,article,How Patent Law Can Block Even Lifesaving Drugs,560934ff7988105f825c4107,Upshot,Companies don’t want to spend money bringing to market a drug that might be effective but can’t be patented.,The Upshot,,How Patent Law Can Block Even Lifesaving Drugs Companies don’t want to spend money bringing to market a drug that might be effective but can’t be patented.  ,News
35,,2015-11-01,article,"The Power of Nudges, for Good and Bad",56349f4679881058ec3b6504,SundayBusiness,Nudges that benefit companies and not consumers are a misguided use of a principle of behavioral economics.,The Upshot,,"The Power of Nudges, for Good and Bad Nudges that benefit companies and not consumers are a misguided use of a principle of behavioral economics.  ",News
36,"$250,000 demonstration bldg, made possible by gift of Millbank Memorial Fund, is dedicated",1926-12-01,article,"EAST SIDE ACQUIRES NEW HEALTH CENTRE; $250,000 Demonstration Building to Serve the Congested Bellevue-Yorkville District. GIFT OF MILLBANK FUND Dr. Harris Accepts Institution for Health Council -- Hopes It Will Prove Need for Others.",4fc0a6a845c1498b0d3d6bd9,,"The congested Bellevue-Yorkville district of the east side, housing 200,000 persons, acquired a $250,000 health centre yesterday with the formal dedication of the demonstration building at 325 East Thirty-eighth Street. During the exercises in the afternoon, and again last evening, about 4,000 visitors inspected the building, which has been transformed into a well-equipped four-story structure through the financial aid of the Millbank Memorial Fund and the cooperation of fifty-six organizations.",,,"EAST SIDE ACQUIRES NEW HEALTH CENTRE; $250,000 Demonstration Building to Serve the Congested Bellevue-Yorkville District. GIFT OF MILLBANK FUND Dr. Harris Accepts Institution for Health Council -- Hopes It Will Prove Need for Others. The congested Bellevue-Yorkville district of the east side, housing 200,000 persons, acquired a $250,000 health centre yesterday with the formal dedication of the demonstration building at 325 East Thirty-eighth Street. During the exercises in the afternoon, and again last evening, about 4,000 visitors inspected the building, which has been transformed into a well-equipped four-story structure through the financial aid of the Millbank Memorial Fund and the cooperation of fifty-six organizations. $250,000 demonstration bldg, made possible by gift of Millbank Memorial Fund, is dedicated",Article
37,,1988-05-19,article,Media News Picks President,4fd17f3e8eb7c8105d67a5f8,Financial Desk,"LEAD: Michael H. Heath, president and chief operating officer of Macromedia Inc., has been named president and chief operating officer of Media News Group Inc. and Media News Holdings Inc., company officials said today. The Dallas-based Media",Business,,"Media News Picks President LEAD: Michael H. Heath, president and chief operating officer of Macromedia Inc., has been named president and chief operating officer of Media News Group Inc. and Media News Holdings Inc., company officials said today. The Dallas-based Media  ",News
38,"Editorial reviews recent report by World Health Organization, which found consuming processed and red meat can cause cancer but risk is minimal for most people.",2015-10-28,article,Meat as a Cause of Cancer,56307762798810310043c222,Editorial,"A recent report provides persuasive evidence that eating meat can cause cancer, but the risk is very small for most people.",Opinion,,"Meat as a Cause of Cancer A recent report provides persuasive evidence that eating meat can cause cancer, but the risk is very small for most people. Editorial reviews recent report by World Health Organization, which found consuming processed and red meat can cause cancer but risk is minimal for most people.",Editorial
39,,2015-10-26,multimedia,Meat and Cancer: The W.H.O. Report and What You Need to Know,562e978e79881079d8f744f4,Health,Answers to a few questions about a report that linked colorectal cancer to the consumption of processed meats and red meat.,Health,,Meat and Cancer: The W.H.O. Report and What You Need to Know Answers to a few questions about a report that linked colorectal cancer to the consumption of processed meats and red meat.  ,Interactive Feature
40,,,topic,Health Insurance,525ee8c379881001a358a74c,,"While picking a health insurer is a critical decision, it's easy to get lost in the fine print and restrictions, the deductibles and co-pays and annual limits and lifetime caps. These articles can help you become more educated on your health insurance options.",Your Money,,"Health Insurance While picking a health insurer is a critical decision, it's easy to get lost in the fine print and restrictions, the deductibles and co-pays and annual limits and lifetime caps. These articles can help you become more educated on your health insurance options.  ",timestopic
41,,,topic,Health Care,521cb42579881007d5913e65,,"<p>As the battle over health care reform progresses, the focus shifts more and more to its impact on small business. This section helps owners make sense of both the proposals and the realities of dealing with health care.</p>",Business Day,Small Business,"Health Care <p>As the battle over health care reform progresses, the focus shifts more and more to its impact on small business. This section helps owners make sense of both the proposals and the realities of dealing with health care.</p>  ",timestopic
42,,,topic,Health Plans ,525ee5c579881001a3589fff,,Articles in this series are examining new approaches to addressing common shortcomings in the nation’s health care system.,Business Day,,Health Plans  Articles in this series are examining new approaches to addressing common shortcomings in the nation’s health care system.  ,timestopic
43,,,topic,Men's Health,525ee5e079881001a358a040,,"News about Men's Health, including commentary and archival articles published in The New York Times.",Health,Health,"Men's Health News about Men's Health, including commentary and archival articles published in The New York Times.  ",timestopic
44,,,topic,Personal Health,525ee5d479881001a358a021,,A collection of Personal Health columns published in The New York Times.,Health,,Personal Health A collection of Personal Health columns published in The New York Times.  ,timestopic
45,,,topic,Children's Health,527a8c9f79881054c2091e03,,"News about Children's Health, including commentary and archival articles published in The New York Times.",Times Topics,,"Children's Health News about Children's Health, including commentary and archival articles published in The New York Times.  ",timestopic
46,,,sectionfront,Health News,53231e987988105901c6303d,,"Find breaking news & health news on medicine, fitness, nutrition, health care, mental health, drugs, diet, pregnancy, babies, cancer, AIDS, allergies & asthma. ",Health,,"Health News Find breaking news & health news on medicine, fitness, nutrition, health care, mental health, drugs, diet, pregnancy, babies, cancer, AIDS, allergies & asthma.   ",SectionFront
47,,,topic,Books on Health,525ee5d279881001a358a01d,,A collection of Books on Health columns published in The New York Times.,Health,,Books on Health A collection of Books on Health columns published in The New York Times.  ,timestopic
48,,,topic,Health Clubs,53f51e3c7988107411a38687,,"News about Health Clubs, including commentary and archival articles published in The New York Times.",Health,,"Health Clubs News about Health Clubs, including commentary and archival articles published in The New York Times.  ",timestopic
49,,2015-11-22,article,Are Good Doctors Bad for Your Health?,5650c6447988106c85c17ca2,OpEd,Having a heart attack? Better hope that the star cardiologist is out of town.,Opinion,Sunday Review,Are Good Doctors Bad for Your Health? Having a heart attack? Better hope that the star cardiologist is out of town.  ,Op-Ed
50,"World Health Organization scientists recommend that new polio vaccine planned for release in April 2016 be made without strain used to fight type of virus no longer seen, which was causing paralysis.",2015-10-24,article,W.H.O. Panel Backs Polio Vaccine With Just 2 Strains,562acef679881010ffa5f64d,Foreign,The scientists also recommended that infants as young as 6 months get measles vaccine when the risk of catching it is high.,World,,"W.H.O. Panel Backs Polio Vaccine With Just 2 Strains The scientists also recommended that infants as young as 6 months get measles vaccine when the risk of catching it is high. World Health Organization scientists recommend that new polio vaccine planned for release in April 2016 be made without strain used to fight type of virus no longer seen, which was causing paralysis.",Brief
51,,,topic,Recipes for Health,525ee5ff79881001a358a086,,"<p>The easiest and most pleasurable way to eat well is to cook. Recipes for Health offers recipes with an eye towards empowering you to cook healthy meals every day. Produce, seasonal and locally grown when possible, and a well-stocked pantry are the linchpins of a good diet, and accordingly, each week's recipes will revolve around a particular type of produce or a pantry item. This is food that is vibrant and light, full of nutrients but by no means ascetic, fun to cook and a pleasure to eat.</p>",Health,Fitness & Nutrition,"Recipes for Health <p>The easiest and most pleasurable way to eat well is to cook. Recipes for Health offers recipes with an eye towards empowering you to cook healthy meals every day. Produce, seasonal and locally grown when possible, and a well-stocked pantry are the linchpins of a good diet, and accordingly, each week's recipes will revolve around a particular type of produce or a pantry item. This is food that is vibrant and light, full of nutrients but by no means ascetic, fun to cook and a pleasure to eat.</p>  ",timestopic
52,,2015-10-24,article,Egg Donor Payments,562ac28379881010ffa5f637,Letters,"A bioethicist writes that eliminating all guidelines on price caps may promote eugenics, harming us all.",Opinion,,"Egg Donor Payments A bioethicist writes that eliminating all guidelines on price caps may promote eugenics, harming us all.  ",Letter
53,,,topic,Health Care,525ee67879881001a358a1ae,,<p>Opinion articles on the debates around health care reform and its implementation.</p>,Opinion,,Health Care <p>Opinion articles on the debates around health care reform and its implementation.</p>  ,timestopic
54,Plaster cast made of pitching arm,1941-05-28,article,Feller's Arm Immortalized,4fc22e0f45c1498b0d657790,,,,,Feller's Arm Immortalized   Plaster cast made of pitching arm,Article
55,"National Institutes of Health plans to overhaul its approach to heart research, investing in smaller number of trials aimed at deeper, more meaningful results; approach is high-risk but carries potential to effect real-world change  (Series: Mending Hearts).",2015-10-20,article,"A New, Life-or-Death Approach to Funding Heart Research",5620caa87988106fc781e43c,Science,"The result will be the financing of fewer, but deeper, studies, to focus resources on efforts with real-world effects and life-or-death implications.",Health,,"A New, Life-or-Death Approach to Funding Heart Research The result will be the financing of fewer, but deeper, studies, to focus resources on efforts with real-world effects and life-or-death implications. National Institutes of Health plans to overhaul its approach to heart research, investing in smaller number of trials aimed at deeper, more meaningful results; approach is high-risk but carries potential to effect real-world change  (Series: Mending Hearts).",News
56,,2015-10-21,article,"Collective Health, Insurance Services Start-Up Focused on Employers, Raises $81 Million",56269e997988105034cd95e8,Business,"Collective Health, which provides tools to help companies with their employer-provided insurance, has now raised a total of $119 million from investors like Google Ventures..",Business Day,DealBook,"Collective Health, Insurance Services Start-Up Focused on Employers, Raises $81 Million Collective Health, which provides tools to help companies with their employer-provided insurance, has now raised a total of $119 million from investors like Google Ventures..  ",News
57,,2015-09-23,article,Why Some Policy Experts Question Clinton’s Plan to Contain Drug Costs,5601ab7c798810610fa3b4f2,Upshot,"Hillary Clinton wants a set amount of drug company revenue to go to research for new therapies, an approach some critics call unrealistic.",The Upshot,,"Why Some Policy Experts Question Clinton’s Plan to Contain Drug Costs Hillary Clinton wants a set amount of drug company revenue to go to research for new therapies, an approach some critics call unrealistic.  ",News
58,National Institutes of Health ends its support for invasive research on chimpanzees and announce it will retire 50 chimps set aside for future biomedical research; agency cites 2011 report on usefulness of chimpanzees in biomedical research and designation of chimpanzees as endangered in June.,2015-11-20,article,N.I.H. to End Backing for Invasive Research on Chimps,564df2aa79881039a958bd06,National,The National Institutes of Health has also announced that it will retire the 50 chimps previously set aside for future biomedical research.,Science,,N.I.H. to End Backing for Invasive Research on Chimps The National Institutes of Health has also announced that it will retire the 50 chimps previously set aside for future biomedical research. National Institutes of Health ends its support for invasive research on chimpanzees and announce it will retire 50 chimps set aside for future biomedical research; agency cites 2011 report on usefulness of chimpanzees in biomedical research and designation of chimpanzees as endangered in June.,News
59,,2015-09-09,article,Shell Beans Make a Rustic Ragout,55eef39c7988103b801c2c2f,Dining,"The beans form the basis of a one-dish meal with herbs, leeks, tomatoes and garlic.",Food,,"Shell Beans Make a Rustic Ragout The beans form the basis of a one-dish meal with herbs, leeks, tomatoes and garlic.  ",News
60,"Beginning of open enrollment for health insurance plans for 2016 in new markets created by Affordable Care Act finds many Americans switching their plans again; while consumers say they appreciate ability to choose their plans, many complain about necessity of switching due to wild price swings on market, which can often mean finding new doctors and hospitals; some experts have expressed concerns about detrimental effects on quality of care due to such frequent switching.",2015-11-19,article,Shopping for Health Insurance Is New Seasonal Stress for Many,564c95a479881074cdbcba65,National,"Prices fluctuate sharply on the federal health insurance marketplace, driving many cost-conscious consumers to switch coverage every year to avoid higher premiums.",U.S.,,"Shopping for Health Insurance Is New Seasonal Stress for Many Prices fluctuate sharply on the federal health insurance marketplace, driving many cost-conscious consumers to switch coverage every year to avoid higher premiums. Beginning of open enrollment for health insurance plans for 2016 in new markets created by Affordable Care Act finds many Americans switching their plans again; while consumers say they appreciate ability to choose their plans, many complain about necessity of switching due to wild price swings on market, which can often mean finding new doctors and hospitals; some experts have expressed concerns about detrimental effects on quality of care due to such frequent switching.",News
61,"Latest National Health and Nutrition Examination Survey shows no decline in percentage of Americans who are obese, with adults ages 40 to 59 showing highest rate of obesity; health officials express dismay at latest figures, given years of federal effort by nutritiional experts to reverse trend.",2015-11-12,article,"Obesity Rises Despite All Efforts to Fight It, U.S. Health Officials Say",56441d1179881029ab70c61c,National,"Despite years of efforts to reduce obesity, federal health officials reported Thursday that the share of Americans who were obese increased slightly.",Health,,"Obesity Rises Despite All Efforts to Fight It, U.S. Health Officials Say Despite years of efforts to reduce obesity, federal health officials reported Thursday that the share of Americans who were obese increased slightly. Latest National Health and Nutrition Examination Survey shows no decline in percentage of Americans who are obese, with adults ages 40 to 59 showing highest rate of obesity; health officials express dismay at latest figures, given years of federal effort by nutritiional experts to reverse trend.",News
62,"Yongjie Wang study in journal Applied and Environmental Microbiology finds oysters are common host of human noroviruses, harboring viruses and allowing them to mutate.",2015-09-08,article,Oysters May Serve as Link in Transmission of Norovirus,55ede4ef7988103b801c29d2,Science,"The shellfish appear to be an important link in the transmission of norovirus among humans, according to research from China.",Health,,"Oysters May Serve as Link in Transmission of Norovirus The shellfish appear to be an important link in the transmission of norovirus among humans, according to research from China. Yongjie Wang study in journal Applied and Environmental Microbiology finds oysters are common host of human noroviruses, harboring viruses and allowing them to mutate.",News
